# z_Ang d_from_mol_Ang V_A_eV V_B_eV dV_eV dV_mac_eV
7.074941e+00 -4.267051e+01 -2.808336e-01 -2.452398e-01 -3.846053e-03 -3.775187e-03
7.148639e+00 -4.259682e+01 -2.570485e-01 -2.215066e-01 -3.794137e-03 -3.751315e-03
7.222336e+00 -4.252312e+01 -2.455968e-01 -2.100511e-01 -3.797907e-03 -3.726956e-03
7.296033e+00 -4.244942e+01 -2.456790e-01 -2.101635e-01 -3.767777e-03 -3.702145e-03
7.369731e+00 -4.237572e+01 -2.569497e-01 -2.214969e-01 -3.705103e-03 -3.676853e-03
7.443428e+00 -4.230203e+01 -2.784254e-01 -2.429926e-01 -3.685031e-03 -3.642479e-03
7.517125e+00 -4.222833e+01 -3.072060e-01 -2.717640e-01 -3.694315e-03 -3.614467e-03
7.590823e+00 -4.215463e+01 -3.385587e-01 -3.031461e-01 -3.664959e-03 -3.586226e-03
7.664520e+00 -4.208093e+01 -3.669227e-01 -3.315434e-01 -3.631670e-03 -3.557821e-03
7.738217e+00 -4.200724e+01 -3.877875e-01 -3.524395e-01 -3.600288e-03 -3.529233e-03
7.811914e+00 -4.193354e+01 -3.980835e-01 -3.627672e-01 -3.568549e-03 -3.500527e-03
7.885612e+00 -4.185984e+01 -3.962110e-01 -3.609227e-01 -3.540594e-03 -3.471669e-03
7.959309e+00 -4.178615e+01 -3.824721e-01 -3.472120e-01 -3.512371e-03 -3.442829e-03
8.033006e+00 -4.171245e+01 -3.589641e-01 -3.237306e-01 -3.485758e-03 -3.414069e-03
8.106704e+00 -4.163875e+01 -3.291701e-01 -2.939633e-01 -3.459174e-03 -3.385579e-03
8.180401e+00 -4.156505e+01 -2.980542e-01 -2.628739e-01 -3.432531e-03 -3.357133e-03
8.254098e+00 -4.149136e+01 -2.711203e-01 -2.360082e-01 -3.364388e-03 -3.328877e-03
8.327796e+00 -4.141766e+01 -2.525951e-01 -2.175037e-01 -3.343705e-03 -3.308756e-03
8.401493e+00 -4.134396e+01 -2.447307e-01 -2.096464e-01 -3.336597e-03 -3.281530e-03
8.475190e+00 -4.127026e+01 -2.481944e-01 -2.131319e-01 -3.314767e-03 -3.254489e-03
8.548888e+00 -4.119657e+01 -2.633422e-01 -2.283291e-01 -3.265355e-03 -3.227651e-03
8.622585e+00 -4.112287e+01 -2.911504e-01 -2.561243e-01 -3.278393e-03 -3.200917e-03
8.696282e+00 -4.104917e+01 -3.314216e-01 -2.964185e-01 -3.255356e-03 -3.174959e-03
8.769979e+00 -4.097548e+01 -3.807924e-01 -3.458103e-01 -3.234345e-03 -3.149562e-03
8.843677e+00 -4.090178e+01 -4.368533e-01 -4.018930e-01 -3.212649e-03 -3.123591e-03
8.917374e+00 -4.082808e+01 -4.963684e-01 -4.614301e-01 -3.190596e-03 -3.098030e-03
8.991071e+00 -4.075438e+01 -5.576842e-01 -5.231089e-01 -2.827574e-03 -3.073151e-03
9.064769e+00 -4.068069e+01 -6.190870e-01 -5.845348e-01 -2.804447e-03 -3.048599e-03
9.138466e+00 -4.060699e+01 -6.768864e-01 -6.423578e-01 -2.780903e-03 -3.023181e-03
9.212163e+00 -4.053329e+01 -7.259750e-01 -6.914677e-01 -2.759624e-03 -2.997771e-03
9.285861e+00 -4.045959e+01 -7.617308e-01 -7.272449e-01 -2.738226e-03 -2.972469e-03
9.359558e+00 -4.038590e+01 -7.812644e-01 -7.468018e-01 -2.714921e-03 -2.947202e-03
9.433255e+00 -4.031220e+01 -7.833351e-01 -7.488968e-01 -2.690602e-03 -2.922021e-03
9.506953e+00 -4.023850e+01 -7.678226e-01 -7.334082e-01 -2.666760e-03 -2.896824e-03
9.580650e+00 -4.016480e+01 -7.356801e-01 -7.012915e-01 -2.640892e-03 -2.871527e-03
9.654347e+00 -4.009111e+01 -6.893586e-01 -6.549889e-01 -2.621938e-03 -2.846157e-03
9.728044e+00 -4.001741e+01 -6.331401e-01 -5.987974e-01 -2.594937e-03 -2.820543e-03
9.801742e+00 -3.994371e+01 -5.721879e-01 -5.378653e-01 -2.574909e-03 -2.794842e-03
9.875439e+00 -3.987002e+01 -5.106959e-01 -4.760110e-01 -2.937187e-03 -2.771028e-03
9.949136e+00 -3.979632e+01 -4.506622e-01 -4.160489e-01 -2.865542e-03 -2.746783e-03
1.002283e+01 -3.972262e+01 -3.935529e-01 -3.589649e-01 -2.840329e-03 -2.721932e-03
1.009653e+01 -3.964892e+01 -3.424239e-01 -3.078633e-01 -2.812911e-03 -2.697465e-03
1.017023e+01 -3.957523e+01 -2.997623e-01 -2.652292e-01 -2.785373e-03 -2.673467e-03
1.024393e+01 -3.950153e+01 -2.689252e-01 -2.344476e-01 -2.729852e-03 -2.647143e-03
1.031762e+01 -3.942783e+01 -2.509415e-01 -2.164918e-01 -2.702076e-03 -2.620792e-03
1.039132e+01 -3.935413e+01 -2.448303e-01 -2.104014e-01 -2.681170e-03 -2.594304e-03
1.046502e+01 -3.928044e+01 -2.501417e-01 -2.157254e-01 -2.668653e-03 -2.567694e-03
1.053871e+01 -3.920674e+01 -2.663361e-01 -2.319532e-01 -2.635274e-03 -2.542261e-03
1.061241e+01 -3.913304e+01 -2.916431e-01 -2.572661e-01 -2.629329e-03 -2.519959e-03
1.068611e+01 -3.905935e+01 -3.222726e-01 -2.879236e-01 -2.601314e-03 -2.497620e-03
1.075981e+01 -3.898565e+01 -3.528911e-01 -3.185711e-01 -2.572317e-03 -2.475392e-03
1.083350e+01 -3.891195e+01 -3.782523e-01 -3.439609e-01 -2.543706e-03 -2.453076e-03
1.090720e+01 -3.883825e+01 -3.945293e-01 -3.602678e-01 -2.513815e-03 -2.430547e-03
1.098090e+01 -3.876456e+01 -3.992900e-01 -3.650565e-01 -2.485771e-03 -2.407797e-03
1.105460e+01 -3.869086e+01 -3.917603e-01 -3.575555e-01 -2.457101e-03 -2.384851e-03
1.112829e+01 -3.861716e+01 -3.731426e-01 -3.389702e-01 -2.424616e-03 -2.361674e-03
1.120199e+01 -3.854346e+01 -3.461871e-01 -3.120446e-01 -2.394844e-03 -2.338128e-03
1.127569e+01 -3.846977e+01 -3.150584e-01 -2.809529e-01 -2.357770e-03 -2.314093e-03
1.134939e+01 -3.839607e+01 -2.852126e-01 -2.511375e-01 -2.327401e-03 -2.289658e-03
1.142308e+01 -3.832237e+01 -2.617176e-01 -2.276296e-01 -2.340350e-03 -2.264689e-03
1.149678e+01 -3.824867e+01 -2.478975e-01 -2.138486e-01 -2.301190e-03 -2.231427e-03
1.157048e+01 -3.817498e+01 -2.451702e-01 -2.111545e-01 -2.267990e-03 -2.198583e-03
1.164417e+01 -3.810128e+01 -2.539582e-01 -2.199478e-01 -2.262715e-03 -2.165042e-03
1.171787e+01 -3.802758e+01 -2.747844e-01 -2.408033e-01 -2.233420e-03 -2.130884e-03
1.179157e+01 -3.795389e+01 -3.085825e-01 -2.746883e-01 -2.146471e-03 -2.096036e-03
1.186527e+01 -3.788019e+01 -3.533987e-01 -3.195287e-01 -2.122242e-03 -2.062994e-03
1.193896e+01 -3.780649e+01 -4.061719e-01 -3.723288e-01 -2.095390e-03 -2.027619e-03
1.201266e+01 -3.773279e+01 -4.641444e-01 -4.303283e-01 -2.068389e-03 -1.991565e-03
1.208636e+01 -3.765910e+01 -5.246581e-01 -4.908134e-01 -2.096999e-03 -1.956351e-03
1.216006e+01 -3.758540e+01 -5.862796e-01 -5.526633e-01 -1.868594e-03 -1.919448e-03
1.223375e+01 -3.751170e+01 -6.465821e-01 -6.129906e-01 -1.843859e-03 -1.881351e-03
1.230745e+01 -3.743800e+01 -7.009913e-01 -6.674185e-01 -1.825083e-03 -1.842783e-03
1.238115e+01 -3.736431e+01 -7.443921e-01 -7.108443e-01 -1.800049e-03 -1.803761e-03
1.245484e+01 -3.729061e+01 -7.728891e-01 -7.393720e-01 -1.769472e-03 -1.764303e-03
1.252854e+01 -3.721691e+01 -7.844376e-01 -7.509532e-01 -1.736689e-03 -1.724456e-03
1.260224e+01 -3.714322e+01 -7.783405e-01 -7.448889e-01 -1.703907e-03 -1.684211e-03
1.267594e+01 -3.706952e+01 -7.549607e-01 -7.215428e-01 -1.670171e-03 -1.643571e-03
1.274963e+01 -3.699582e+01 -7.158535e-01 -6.824774e-01 -1.628388e-03 -1.602700e-03
1.282333e+01 -3.692212e+01 -6.643439e-01 -6.310077e-01 -1.588453e-03 -1.561477e-03
1.289703e+01 -3.684843e+01 -6.053150e-01 -5.720230e-01 -1.544226e-03 -1.520093e-03
1.297073e+01 -3.677473e+01 -5.437211e-01 -5.104722e-01 -1.501251e-03 -1.478629e-03
1.304442e+01 -3.670103e+01 -4.826349e-01 -4.493802e-01 -1.506913e-03 -1.436314e-03
1.311812e+01 -3.662733e+01 -4.237112e-01 -3.905102e-01 -1.453239e-03 -1.392948e-03
1.319182e+01 -3.655364e+01 -3.689338e-01 -3.357880e-01 -1.398075e-03 -1.349357e-03
1.326552e+01 -3.647994e+01 -3.214375e-01 -2.883456e-01 -1.344133e-03 -1.305737e-03
1.333921e+01 -3.640624e+01 -2.837957e-01 -2.507611e-01 -1.286883e-03 -1.261262e-03
1.341291e+01 -3.633254e+01 -2.589974e-01 -2.259407e-01 -1.309071e-03 -1.217790e-03
1.348661e+01 -3.625885e+01 -2.465059e-01 -2.135773e-01 -1.180921e-03 -1.173959e-03
1.356030e+01 -3.618515e+01 -2.456904e-01 -2.128118e-01 -1.130868e-03 -1.129802e-03
1.363400e+01 -3.611145e+01 -2.562019e-01 -2.232998e-01 -1.154426e-03 -1.085285e-03
1.370770e+01 -3.603776e+01 -2.769404e-01 -2.441442e-01 -1.048464e-03 -1.045582e-03
1.378140e+01 -3.596406e+01 -3.052834e-01 -2.725445e-01 -9.911545e-04 -1.010547e-03
1.385509e+01 -3.589036e+01 -3.366157e-01 -3.039252e-01 -9.428747e-04 -9.754449e-04
1.392879e+01 -3.581666e+01 -3.653813e-01 -3.327392e-01 -8.943863e-04 -9.401188e-04
1.400249e+01 -3.574297e+01 -3.869421e-01 -3.543473e-01 -8.470304e-04 -9.046152e-04
1.407619e+01 -3.566927e+01 -3.981236e-01 -3.655755e-01 -8.003898e-04 -8.690853e-04
1.414988e+01 -3.559557e+01 -3.971827e-01 -3.646798e-01 -7.552393e-04 -8.334251e-04
1.422358e+01 -3.552187e+01 -3.842739e-01 -3.518166e-01 -7.095821e-04 -7.975153e-04
1.429728e+01 -3.544818e+01 -3.613768e-01 -3.289620e-01 -6.671436e-04 -7.613478e-04
1.437097e+01 -3.537448e+01 -3.318723e-01 -2.995024e-01 -6.222613e-04 -7.250541e-04
1.444467e+01 -3.530078e+01 -3.006213e-01 -2.682953e-01 -5.782433e-04 -6.886135e-04
1.451837e+01 -3.522709e+01 -2.731565e-01 -2.408644e-01 -5.444624e-04 -6.519234e-04
1.459207e+01 -3.515339e+01 -2.538331e-01 -2.215646e-01 -5.208142e-04 -6.168294e-04
1.466576e+01 -3.507969e+01 -2.450102e-01 -2.128260e-01 -4.364587e-04 -5.688678e-04
1.473946e+01 -3.500599e+01 -2.475411e-01 -2.153998e-01 -3.935583e-04 -5.208077e-04
1.481316e+01 -3.493230e+01 -2.617766e-01 -2.296418e-01 -3.870763e-04 -4.726984e-04
1.488686e+01 -3.485860e+01 -2.885243e-01 -2.564556e-01 -3.209598e-04 -4.244831e-04
1.496055e+01 -3.478490e+01 -3.278896e-01 -2.958647e-01 -2.771802e-04 -3.750768e-04
1.503425e+01 -3.471120e+01 -3.765971e-01 -3.446119e-01 -2.375133e-04 -3.240504e-04
1.510795e+01 -3.463751e+01 -4.322060e-01 -4.002617e-01 -1.966543e-04 -2.762121e-04
1.518165e+01 -3.456381e+01 -4.914898e-01 -4.595879e-01 -1.541562e-04 -2.274014e-04
1.525534e+01 -3.449011e+01 -5.530074e-01 -5.208700e-01 -3.897436e-04 -1.755752e-04
1.532904e+01 -3.441641e+01 -6.144698e-01 -5.823600e-01 -3.620870e-04 -1.262260e-04
1.540274e+01 -3.434272e+01 -6.726906e-01 -6.406084e-01 -3.344901e-04 -7.687752e-05
1.547643e+01 -3.426902e+01 -7.226045e-01 -6.905507e-01 -3.060587e-04 -2.727536e-05
1.555013e+01 -3.419532e+01 -7.594849e-01 -7.274638e-01 -2.733953e-04 2.262412e-05
1.562383e+01 -3.412163e+01 -7.803085e-01 -7.483191e-01 -2.416857e-04 7.282925e-05
1.569753e+01 -3.404793e+01 -7.837160e-01 -7.517650e-01 -2.033003e-04 1.233386e-04
1.577122e+01 -3.397423e+01 -7.695103e-01 -7.376028e-01 -1.597889e-04 1.741592e-04
1.584492e+01 -3.390053e+01 -7.385593e-01 -7.066966e-01 -1.149662e-04 2.253125e-04
1.591862e+01 -3.382684e+01 -6.931661e-01 -6.613506e-01 -6.775931e-05 2.768282e-04
1.599232e+01 -3.375314e+01 -6.374947e-01 -6.057255e-01 -2.150610e-05 3.287356e-04
1.606601e+01 -3.367944e+01 -5.766895e-01 -5.449753e-01 3.344938e-05 3.810781e-04
1.613971e+01 -3.360574e+01 -5.150926e-01 -4.833526e-01 7.789582e-06 4.360374e-04
1.621341e+01 -3.353205e+01 -4.544137e-01 -4.232214e-01 5.554371e-04 4.922325e-04
1.628710e+01 -3.345835e+01 -3.969414e-01 -3.658070e-01 6.133430e-04 5.480217e-04
1.636080e+01 -3.338465e+01 -3.451887e-01 -3.141116e-01 6.706230e-04 6.043221e-04
1.643450e+01 -3.331096e+01 -3.017227e-01 -2.707041e-01 7.291250e-04 6.617727e-04
1.650820e+01 -3.323726e+01 -2.698162e-01 -2.389061e-01 8.375905e-04 7.172923e-04
1.658189e+01 -3.316356e+01 -2.508293e-01 -2.199667e-01 8.850656e-04 7.733304e-04
1.665559e+01 -3.308986e+01 -2.438298e-01 -2.129582e-01 8.761249e-04 8.300283e-04
1.672929e+01 -3.301617e+01 -2.481659e-01 -2.173862e-01 9.679906e-04 8.873784e-04
1.680299e+01 -3.294247e+01 -2.634573e-01 -2.327837e-01 1.074102e-03 9.436257e-04
1.687668e+01 -3.286877e+01 -2.881075e-01 -2.574333e-01 1.073550e-03 1.007016e-03
1.695038e+01 -3.279507e+01 -3.184416e-01 -2.878247e-01 1.130830e-03 1.072581e-03
1.702408e+01 -3.272138e+01 -3.492104e-01 -3.186527e-01 1.190018e-03 1.139911e-03
1.709778e+01 -3.264768e+01 -3.750845e-01 -3.445880e-01 1.251291e-03 1.208782e-03
1.717147e+01 -3.257398e+01 -3.921239e-01 -3.616880e-01 1.311790e-03 1.279036e-03
1.724517e+01 -3.250028e+01 -3.977755e-01 -3.673993e-01 1.371514e-03 1.350608e-03
1.731887e+01 -3.242659e+01 -3.911184e-01 -3.608007e-01 1.430046e-03 1.423307e-03
1.739256e+01 -3.235289e+01 -3.732104e-01 -3.429527e-01 1.490008e-03 1.496934e-03
1.746626e+01 -3.227919e+01 -3.467072e-01 -3.165075e-01 1.548033e-03 1.571448e-03
1.753996e+01 -3.220550e+01 -3.156536e-01 -2.855156e-01 1.609754e-03 1.646782e-03
1.761366e+01 -3.213180e+01 -2.854469e-01 -2.553716e-01 1.672488e-03 1.722997e-03
1.768735e+01 -3.205810e+01 -2.612532e-01 -2.313243e-01 1.818787e-03 1.799665e-03
1.776105e+01 -3.198440e+01 -2.465478e-01 -2.166957e-01 1.895573e-03 1.876017e-03
1.783475e+01 -3.191071e+01 -2.428842e-01 -2.130990e-01 1.962479e-03 1.941384e-03
1.790845e+01 -3.183701e+01 -2.506839e-01 -2.209636e-01 2.027359e-03 2.007172e-03
1.798214e+01 -3.176331e+01 -2.704813e-01 -2.408169e-01 2.083298e-03 2.073362e-03
1.805584e+01 -3.168961e+01 -3.032201e-01 -2.735388e-01 2.066385e-03 2.139866e-03
1.812954e+01 -3.161592e+01 -3.472663e-01 -3.176510e-01 2.132457e-03 2.205995e-03
1.820323e+01 -3.154222e+01 -3.994380e-01 -3.698908e-01 2.200495e-03 2.274315e-03
1.827693e+01 -3.146852e+01 -4.570806e-01 -4.276023e-01 2.269398e-03 2.344615e-03
1.835063e+01 -3.139483e+01 -5.173797e-01 -4.878965e-01 2.264481e-03 2.412952e-03
1.842433e+01 -3.132113e+01 -5.788733e-01 -5.494617e-01 2.336036e-03 2.478776e-03
1.849802e+01 -3.124743e+01 -6.393129e-01 -6.100224e-01 2.457213e-03 2.547207e-03
1.857172e+01 -3.117373e+01 -6.942721e-01 -6.650851e-01 2.560686e-03 2.615892e-03
1.864542e+01 -3.110004e+01 -7.386096e-01 -7.095172e-01 2.655398e-03 2.684764e-03
1.871912e+01 -3.102634e+01 -7.682833e-01 -7.392831e-01 2.747547e-03 2.753836e-03
1.879281e+01 -3.095264e+01 -7.811142e-01 -7.522024e-01 2.835881e-03 2.823115e-03
1.886651e+01 -3.087894e+01 -7.763149e-01 -7.474899e-01 2.922785e-03 2.892578e-03
1.894021e+01 -3.080525e+01 -7.541635e-01 -7.254220e-01 3.006171e-03 2.962138e-03
1.901391e+01 -3.073155e+01 -7.161149e-01 -6.874564e-01 3.089141e-03 3.031833e-03
1.908760e+01 -3.065785e+01 -6.653290e-01 -6.367529e-01 3.171574e-03 3.101746e-03
1.916130e+01 -3.058415e+01 -6.066204e-01 -5.781284e-01 3.255736e-03 3.171799e-03
1.923500e+01 -3.051046e+01 -5.450037e-01 -5.165861e-01 3.330182e-03 3.240433e-03
1.930869e+01 -3.043676e+01 -4.841617e-01 -4.557049e-01 3.290933e-03 3.308501e-03
1.938239e+01 -3.036306e+01 -4.249718e-01 -3.965903e-01 3.366213e-03 3.376769e-03
