# z_Ang d_from_mol_Ang V_A_eV V_B_eV dV_eV dV_mac_eV
2.070953e+00 -6.648450e+01 -2.490857e-01 -2.211705e-01 -3.435975e-03 -3.567691e-03
2.142365e+00 -6.641309e+01 -2.431443e-01 -2.152801e-01 -3.385043e-03 -3.566304e-03
2.213777e+00 -6.634168e+01 -2.479507e-01 -2.200831e-01 -3.388410e-03 -3.564991e-03
2.285189e+00 -6.627027e+01 -2.638704e-01 -2.359449e-01 -3.446331e-03 -3.563656e-03
2.356602e+00 -6.619885e+01 -2.916759e-01 -2.638387e-01 -3.358042e-03 -3.562369e-03
2.428014e+00 -6.612744e+01 -3.310836e-01 -3.032531e-01 -3.351366e-03 -3.561091e-03
2.499426e+00 -6.605603e+01 -3.789525e-01 -3.511299e-01 -3.343469e-03 -3.559855e-03
2.570838e+00 -6.598462e+01 -4.331356e-01 -4.053190e-01 -3.337478e-03 -3.558524e-03
2.642250e+00 -6.591320e+01 -4.906525e-01 -4.628457e-01 -3.327614e-03 -3.557171e-03
2.713663e+00 -6.584179e+01 -5.500711e-01 -5.216262e-01 -3.965741e-03 -3.556315e-03
2.785075e+00 -6.577038e+01 -6.096814e-01 -5.812376e-01 -3.964668e-03 -3.554710e-03
2.856487e+00 -6.569897e+01 -6.664892e-01 -6.380479e-01 -3.962165e-03 -3.553640e-03
2.927899e+00 -6.562756e+01 -7.159125e-01 -6.874751e-01 -3.958171e-03 -3.552691e-03
2.999311e+00 -6.555614e+01 -7.535395e-01 -7.251065e-01 -3.953820e-03 -3.551621e-03
3.070723e+00 -6.548473e+01 -7.763898e-01 -7.479590e-01 -3.951674e-03 -3.550627e-03
3.142136e+00 -6.541332e+01 -7.830283e-01 -7.545988e-01 -3.950363e-03 -3.549642e-03
3.213548e+00 -6.534191e+01 -7.730877e-01 -7.446553e-01 -3.953224e-03 -3.548620e-03
3.284960e+00 -6.527049e+01 -7.471253e-01 -7.186860e-01 -3.960138e-03 -3.547623e-03
3.356372e+00 -6.519908e+01 -7.068419e-01 -6.783966e-01 -3.966099e-03 -3.546681e-03
3.427784e+00 -6.512767e+01 -6.555575e-01 -6.271064e-01 -3.972000e-03 -3.545735e-03
3.499196e+00 -6.505626e+01 -5.978433e-01 -5.693847e-01 -3.979510e-03 -3.544748e-03
3.570609e+00 -6.498485e+01 -5.381142e-01 -5.096504e-01 -3.984636e-03 -3.543764e-03
3.642021e+00 -6.491343e+01 -4.789556e-01 -4.511542e-01 -3.322249e-03 -3.542755e-03
3.713433e+00 -6.484202e+01 -4.219037e-01 -3.940957e-01 -3.328925e-03 -3.540519e-03
3.784845e+00 -6.477061e+01 -3.687472e-01 -3.409346e-01 -3.333425e-03 -3.539320e-03
3.856257e+00 -6.469920e+01 -3.223775e-01 -2.945571e-01 -3.341293e-03 -3.538821e-03
3.927669e+00 -6.462779e+01 -2.850505e-01 -2.572266e-01 -3.344750e-03 -3.537777e-03
3.999082e+00 -6.455637e+01 -2.596994e-01 -2.317897e-01 -3.430581e-03 -3.536719e-03
4.070494e+00 -6.448496e+01 -2.460227e-01 -2.181860e-01 -3.357580e-03 -3.535562e-03
4.141906e+00 -6.441355e+01 -2.433745e-01 -2.155355e-01 -3.359785e-03 -3.534405e-03
4.213318e+00 -6.434214e+01 -2.514404e-01 -2.235225e-01 -3.438806e-03 -3.533162e-03
4.284730e+00 -6.427072e+01 -2.694125e-01 -2.415165e-01 -3.416812e-03 -3.531938e-03
4.356142e+00 -6.419931e+01 -2.953313e-01 -2.674953e-01 -3.356790e-03 -3.532545e-03
4.427555e+00 -6.412790e+01 -3.254077e-01 -2.975696e-01 -3.359025e-03 -3.533034e-03
4.498967e+00 -6.405649e+01 -3.546470e-01 -3.268104e-01 -3.357446e-03 -3.533396e-03
4.570379e+00 -6.398508e+01 -3.784198e-01 -3.505823e-01 -3.358340e-03 -3.533729e-03
4.641791e+00 -6.391366e+01 -3.933905e-01 -3.655526e-01 -3.358757e-03 -3.534030e-03
4.713203e+00 -6.384225e+01 -3.974435e-01 -3.696061e-01 -3.358250e-03 -3.534344e-03
4.784615e+00 -6.377084e+01 -3.899553e-01 -3.621209e-01 -3.355211e-03 -3.534641e-03
4.856028e+00 -6.369943e+01 -3.720500e-01 -3.442175e-01 -3.353363e-03 -3.534833e-03
4.927440e+00 -6.362801e+01 -3.462110e-01 -3.183835e-01 -3.348326e-03 -3.534969e-03
4.998852e+00 -6.355660e+01 -3.161632e-01 -2.883380e-01 -3.346121e-03 -3.535091e-03
5.070264e+00 -6.348519e+01 -2.868240e-01 -2.590040e-01 -3.340876e-03 -3.535172e-03
5.141676e+00 -6.341378e+01 -2.629431e-01 -2.350454e-01 -3.418585e-03 -3.535224e-03
5.213089e+00 -6.334237e+01 -2.477303e-01 -2.199136e-01 -3.337597e-03 -3.533433e-03
5.284501e+00 -6.327095e+01 -2.428737e-01 -2.150623e-01 -3.332308e-03 -3.531732e-03
5.355913e+00 -6.319954e+01 -2.487808e-01 -2.209352e-01 -3.366431e-03 -3.530041e-03
5.427325e+00 -6.312813e+01 -2.658090e-01 -2.379294e-01 -3.400406e-03 -3.528360e-03
5.498737e+00 -6.305672e+01 -2.948367e-01 -2.670461e-01 -3.311491e-03 -3.526640e-03
5.570149e+00 -6.298531e+01 -3.352190e-01 -3.074394e-01 -3.300464e-03 -3.524976e-03
5.641562e+00 -6.291389e+01 -3.838095e-01 -3.560379e-01 -3.292536e-03 -3.523281e-03
5.712974e+00 -6.284248e+01 -4.384506e-01 -4.106887e-01 -3.282791e-03 -3.521488e-03
5.784386e+00 -6.277107e+01 -4.961767e-01 -4.684237e-01 -3.273791e-03 -3.519724e-03
5.855798e+00 -6.269966e+01 -5.557320e-01 -5.272604e-01 -3.992444e-03 -3.518038e-03
5.927210e+00 -6.262824e+01 -6.152310e-01 -5.867657e-01 -3.986185e-03 -3.516033e-03
5.998622e+00 -6.255683e+01 -6.715100e-01 -6.430528e-01 -3.978079e-03 -3.514550e-03
6.070035e+00 -6.248542e+01 -7.199328e-01 -6.914808e-01 -3.972834e-03 -3.513016e-03
6.141447e+00 -6.241401e+01 -7.561846e-01 -7.277384e-01 -3.967052e-03 -3.511560e-03
6.212859e+00 -6.234260e+01 -7.774537e-01 -7.490091e-01 -3.965503e-03 -3.510168e-03
6.284271e+00 -6.227118e+01 -7.824333e-01 -7.539907e-01 -3.963416e-03 -3.508799e-03
6.355683e+00 -6.219977e+01 -7.708434e-01 -7.424026e-01 -3.961688e-03 -3.507501e-03
6.427095e+00 -6.212836e+01 -7.433469e-01 -7.149016e-01 -3.966099e-03 -3.506229e-03
6.498508e+00 -6.205695e+01 -7.017833e-01 -6.733327e-01 -3.971463e-03 -3.504978e-03
6.569920e+00 -6.198553e+01 -6.496344e-01 -6.211796e-01 -3.975576e-03 -3.503739e-03
6.641332e+00 -6.191412e+01 -5.915355e-01 -5.630746e-01 -3.981775e-03 -3.502589e-03
6.712744e+00 -6.184271e+01 -5.317900e-01 -5.034050e-01 -3.905838e-03 -3.501563e-03
6.784156e+00 -6.177130e+01 -4.727537e-01 -4.450272e-01 -3.247416e-03 -3.500593e-03
6.855568e+00 -6.169989e+01 -4.159654e-01 -3.882317e-01 -3.254538e-03 -3.499567e-03
6.926981e+00 -6.162847e+01 -3.633753e-01 -3.356367e-01 -3.259456e-03 -3.498662e-03
6.998393e+00 -6.155706e+01 -3.177785e-01 -2.900338e-01 -3.265595e-03 -3.498156e-03
7.069805e+00 -6.148565e+01 -2.815578e-01 -2.538071e-01 -3.271556e-03 -3.497254e-03
7.141217e+00 -6.141424e+01 -2.574272e-01 -2.295921e-01 -3.356000e-03 -3.496631e-03
7.212629e+00 -6.134283e+01 -2.448652e-01 -2.171074e-01 -3.278678e-03 -3.496149e-03
7.284041e+00 -6.127141e+01 -2.432939e-01 -2.155326e-01 -3.282150e-03 -3.495756e-03
7.355454e+00 -6.120000e+01 -2.524063e-01 -2.245625e-01 -3.364643e-03 -3.495489e-03
7.426866e+00 -6.112859e+01 -2.712963e-01 -2.434885e-01 -3.328597e-03 -3.496727e-03
7.498278e+00 -6.105718e+01 -2.978303e-01 -2.700596e-01 -3.291523e-03 -3.497901e-03
7.569690e+00 -6.098576e+01 -3.280571e-01 -3.002865e-01 -3.291523e-03 -3.499169e-03
7.641102e+00 -6.091435e+01 -3.569388e-01 -3.291663e-01 -3.293401e-03 -3.500365e-03
7.712515e+00 -6.084294e+01 -3.799616e-01 -3.521853e-01 -3.297096e-03 -3.501640e-03
7.783927e+00 -6.077153e+01 -3.939156e-01 -3.661379e-01 -3.298527e-03 -3.503046e-03
7.855339e+00 -6.070012e+01 -3.968137e-01 -3.690334e-01 -3.301119e-03 -3.504421e-03
7.926751e+00 -6.062870e+01 -3.882084e-01 -3.604300e-01 -3.299242e-03 -3.505735e-03
7.998163e+00 -6.055729e+01 -3.693784e-01 -3.416009e-01 -3.298318e-03 -3.507061e-03
8.069575e+00 -6.048588e+01 -3.429293e-01 -3.151563e-01 -3.293818e-03 -3.508136e-03
8.140988e+00 -6.041447e+01 -3.127167e-01 -2.849420e-01 -3.295517e-03 -3.509108e-03
8.212400e+00 -6.034305e+01 -2.837282e-01 -2.559533e-01 -3.295725e-03 -3.510017e-03
8.283812e+00 -6.027164e+01 -2.606037e-01 -2.327487e-01 -3.375893e-03 -3.510777e-03
8.355224e+00 -6.020023e+01 -2.463712e-01 -2.185995e-01 -3.292492e-03 -3.504535e-03
8.426636e+00 -6.012882e+01 -2.425762e-01 -2.148045e-01 -3.292462e-03 -3.503715e-03
8.498048e+00 -6.005741e+01 -2.495840e-01 -2.217607e-01 -3.344154e-03 -3.502698e-03
8.569461e+00 -5.998599e+01 -2.677568e-01 -2.399170e-01 -3.360754e-03 -3.501484e-03
8.640873e+00 -5.991458e+01 -2.980157e-01 -2.702525e-01 -3.284073e-03 -3.500044e-03
8.712285e+00 -5.984317e+01 -3.393486e-01 -3.115903e-01 -3.279245e-03 -3.498288e-03
8.783697e+00 -5.977176e+01 -3.886569e-01 -3.609025e-01 -3.275251e-03 -3.496395e-03
8.855109e+00 -5.970035e+01 -4.437319e-01 -4.159817e-01 -3.271049e-03 -3.494428e-03
8.926521e+00 -5.962893e+01 -5.017268e-01 -4.739194e-01 -3.328240e-03 -3.492241e-03
8.997934e+00 -5.955752e+01 -5.613551e-01 -5.328318e-01 -4.044121e-03 -3.489724e-03
9.069346e+00 -5.948611e+01 -6.207190e-01 -5.921979e-01 -4.041975e-03 -3.486586e-03
9.140758e+00 -5.941470e+01 -6.764290e-01 -6.479191e-01 -4.030710e-03 -3.483529e-03
9.212170e+00 -5.934328e+01 -7.238129e-01 -6.953049e-01 -4.028922e-03 -3.480280e-03
9.283582e+00 -5.927187e+01 -7.586683e-01 -7.301602e-01 -4.028922e-03 -3.476810e-03
9.354994e+00 -5.920046e+01 -7.783493e-01 -7.498441e-01 -4.026001e-03 -3.473067e-03
9.426407e+00 -5.912905e+01 -7.816674e-01 -7.531670e-01 -4.021233e-03 -3.469129e-03
9.497819e+00 -5.905764e+01 -7.684449e-01 -7.399457e-01 -4.020041e-03 -3.464904e-03
9.569231e+00 -5.898622e+01 -7.394291e-01 -7.109365e-01 -4.013365e-03 -3.460460e-03
9.640643e+00 -5.891481e+01 -6.966186e-01 -6.681252e-01 -4.014259e-03 -3.455718e-03
9.712055e+00 -5.884340e+01 -6.436600e-01 -6.151653e-01 -4.015571e-03 -3.450785e-03
9.783467e+00 -5.877199e+01 -5.852181e-01 -5.567237e-01 -4.015213e-03 -3.445548e-03
9.854880e+00 -5.870057e+01 -5.254803e-01 -4.973700e-01 -3.631180e-03 -3.440015e-03
9.926292e+00 -5.862916e+01 -4.665673e-01 -4.388768e-01 -3.211355e-03 -3.434244e-03
9.997704e+00 -5.855775e+01 -4.100589e-01 -3.823700e-01 -3.209775e-03 -3.428490e-03
1.006912e+01 -5.848634e+01 -3.580647e-01 -3.303795e-01 -3.206050e-03 -3.422449e-03
1.014053e+01 -5.841493e+01 -3.132612e-01 -2.855798e-01 -3.202235e-03 -3.416309e-03
1.021194e+01 -5.834351e+01 -2.781760e-01 -2.505026e-01 -3.194278e-03 -3.409098e-03
1.028335e+01 -5.827210e+01 -2.552573e-01 -2.275054e-01 -3.272718e-03 -3.401988e-03
1.035476e+01 -5.820069e+01 -2.438099e-01 -2.161387e-01 -3.192103e-03 -3.394666e-03
1.042618e+01 -5.812928e+01 -2.433116e-01 -2.156465e-01 -3.185948e-03 -3.387044e-03
1.049759e+01 -5.805787e+01 -2.534553e-01 -2.257222e-01 -3.253868e-03 -3.379154e-03
1.056900e+01 -5.798645e+01 -2.732375e-01 -2.455678e-01 -3.190553e-03 -3.375740e-03
1.064041e+01 -5.791504e+01 -3.003435e-01 -2.727073e-01 -3.157025e-03 -3.368634e-03
1.071183e+01 -5.784363e+01 -3.306708e-01 -3.030431e-01 -3.148532e-03 -3.361217e-03
1.078324e+01 -5.777222e+01 -3.591503e-01 -3.315304e-01 -3.140723e-03 -3.353761e-03
1.085465e+01 -5.770080e+01 -3.813893e-01 -3.537777e-01 -3.132408e-03 -3.346045e-03
1.092606e+01 -5.762939e+01 -3.943073e-01 -3.667029e-01 -3.125256e-03 -3.338242e-03
1.099747e+01 -5.755798e+01 -3.960480e-01 -3.684536e-01 -3.115213e-03 -3.330327e-03
1.106889e+01 -5.748657e+01 -3.863421e-01 -3.587593e-01 -3.103739e-03 -3.322370e-03
1.114030e+01 -5.741516e+01 -3.666166e-01 -3.390478e-01 -3.089642e-03 -3.314353e-03
1.121171e+01 -5.734374e+01 -3.395987e-01 -3.120428e-01 -3.076797e-03 -3.306575e-03
1.128312e+01 -5.727233e+01 -3.092758e-01 -2.817316e-01 -3.065055e-03 -3.298780e-03
1.135454e+01 -5.720092e+01 -2.806869e-01 -2.531555e-01 -3.052300e-03 -3.291095e-03
1.142595e+01 -5.712951e+01 -2.583514e-01 -2.307503e-01 -3.121978e-03 -3.283516e-03
1.149736e+01 -5.705809e+01 -2.451306e-01 -2.176121e-01 -3.039291e-03 -3.272972e-03
1.156877e+01 -5.698668e+01 -2.424008e-01 -2.148949e-01 -3.026685e-03 -3.264595e-03
1.164018e+01 -5.691527e+01 -2.505085e-01 -2.229554e-01 -3.073951e-03 -3.256409e-03
1.171160e+01 -5.684386e+01 -2.698358e-01 -2.423131e-01 -3.043493e-03 -3.248458e-03
1.178301e+01 -5.677245e+01 -3.013241e-01 -2.738737e-01 -2.971238e-03 -3.240721e-03
1.185442e+01 -5.670103e+01 -3.435717e-01 -3.161354e-01 -2.957081e-03 -3.233339e-03
1.192583e+01 -5.662962e+01 -3.935824e-01 -3.661634e-01 -2.939856e-03 -3.226082e-03
1.199724e+01 -5.655821e+01 -4.490601e-01 -4.216571e-01 -2.923911e-03 -3.219461e-03
1.206866e+01 -5.648680e+01 -5.074608e-01 -4.798037e-01 -3.178036e-03 -3.213082e-03
1.214007e+01 -5.641539e+01 -5.670202e-01 -5.388096e-01 -3.731435e-03 -3.206417e-03
1.221148e+01 -5.634397e+01 -6.262139e-01 -5.980191e-01 -3.715640e-03 -3.199289e-03
1.228289e+01 -5.627256e+01 -6.813111e-01 -6.531293e-01 -3.702646e-03 -3.192891e-03
1.235431e+01 -5.620115e+01 -7.276145e-01 -6.994460e-01 -3.689414e-03 -3.186720e-03
1.242572e+01 -5.612974e+01 -7.610489e-01 -7.328842e-01 -3.685599e-03 -3.180723e-03
1.249713e+01 -5.605832e+01 -7.791286e-01 -7.509717e-01 -3.677731e-03 -3.174951e-03
1.256854e+01 -5.598691e+01 -7.807909e-01 -7.526406e-01 -3.671115e-03 -3.169295e-03
1.263995e+01 -5.591550e+01 -7.659379e-01 -7.377915e-01 -3.667301e-03 -3.163805e-03
1.271137e+01 -5.584409e+01 -7.354316e-01 -7.072813e-01 -3.671115e-03 -3.158506e-03
1.278278e+01 -5.577268e+01 -6.914145e-01 -6.632640e-01 -3.671294e-03 -3.153438e-03
1.285419e+01 -5.570126e+01 -6.376916e-01 -6.095350e-01 -3.677433e-03 -3.148499e-03
1.292560e+01 -5.562985e+01 -5.789502e-01 -5.507893e-01 -3.681725e-03 -3.143760e-03
1.299702e+01 -5.555844e+01 -5.192469e-01 -4.916005e-01 -3.167247e-03 -3.139097e-03
1.306843e+01 -5.548703e+01 -4.604553e-01 -4.331334e-01 -2.842760e-03 -3.134735e-03
1.313984e+01 -5.541562e+01 -4.042551e-01 -3.769264e-01 -2.849584e-03 -3.131189e-03
1.321125e+01 -5.534420e+01 -3.528888e-01 -3.255534e-01 -2.856230e-03 -3.127795e-03
1.328266e+01 -5.527279e+01 -3.088979e-01 -2.815569e-01 -2.861803e-03 -3.124000e-03
1.335408e+01 -5.520138e+01 -2.749757e-01 -2.476271e-01 -2.869448e-03 -3.119490e-03
1.342549e+01 -5.512997e+01 -2.532564e-01 -2.258239e-01 -2.953416e-03 -3.115754e-03
1.349690e+01 -5.505855e+01 -2.429312e-01 -2.155512e-01 -2.900800e-03 -3.112102e-03
1.356831e+01 -5.498714e+01 -2.435010e-01 -2.161165e-01 -2.905270e-03 -3.108533e-03
1.363972e+01 -5.491573e+01 -2.546480e-01 -2.272083e-01 -2.960583e-03 -3.105070e-03
1.371114e+01 -5.484432e+01 -2.752967e-01 -2.479407e-01 -2.876928e-03 -3.102862e-03
1.378255e+01 -5.477291e+01 -3.029310e-01 -2.755763e-01 -2.875542e-03 -3.100522e-03
1.385396e+01 -5.470149e+01 -3.333018e-01 -3.059457e-01 -2.876973e-03 -3.098248e-03
1.392537e+01 -5.463008e+01 -3.613297e-01 -3.339737e-01 -2.876883e-03 -3.095970e-03
1.399679e+01 -5.455867e+01 -3.827521e-01 -3.553945e-01 -2.878433e-03 -3.093639e-03
1.406820e+01 -5.448726e+01 -3.946100e-01 -3.672544e-01 -2.876377e-03 -3.091209e-03
1.413961e+01 -5.441584e+01 -3.951847e-01 -3.678319e-01 -2.873665e-03 -3.088624e-03
1.421102e+01 -5.434443e+01 -3.843878e-01 -3.570381e-01 -2.870595e-03 -3.085927e-03
1.428243e+01 -5.427302e+01 -3.637929e-01 -3.364471e-01 -2.866661e-03 -3.083128e-03
1.435385e+01 -5.420161e+01 -3.362370e-01 -3.088984e-01 -2.859449e-03 -3.079963e-03
1.442526e+01 -5.413020e+01 -3.058537e-01 -2.785180e-01 -2.856528e-03 -3.076560e-03
1.449667e+01 -5.405878e+01 -2.777056e-01 -2.503793e-01 -2.847141e-03 -3.072849e-03
1.456808e+01 -5.398737e+01 -2.561815e-01 -2.287723e-01 -2.930066e-03 -3.068827e-03
1.463950e+01 -5.391596e+01 -2.439965e-01 -2.166341e-01 -2.883246e-03 -3.064011e-03
1.471091e+01 -5.384455e+01 -2.423299e-01 -2.149734e-01 -2.877345e-03 -3.058474e-03
1.478232e+01 -5.377314e+01 -2.515059e-01 -2.241198e-01 -2.906984e-03 -3.052535e-03
1.485373e+01 -5.370172e+01 -2.720072e-01 -2.446830e-01 -2.845054e-03 -3.046274e-03
1.492514e+01 -5.363031e+01 -3.047023e-01 -2.774163e-01 -2.806848e-03 -3.039679e-03
1.499656e+01 -5.355890e+01 -3.478188e-01 -3.205432e-01 -2.796387e-03 -3.033088e-03
1.506797e+01 -5.348749e+01 -3.985063e-01 -3.712443e-01 -2.782827e-03 -3.025678e-03
1.513938e+01 -5.341607e+01 -4.543468e-01 -4.270961e-01 -2.771532e-03 -3.019220e-03
1.521079e+01 -5.334466e+01 -5.129814e-01 -4.854213e-01 -3.080880e-03 -3.012425e-03
1.528220e+01 -5.327325e+01 -5.726126e-01 -5.445050e-01 -3.628498e-03 -3.004144e-03
1.535362e+01 -5.320184e+01 -6.315932e-01 -6.034985e-01 -3.615564e-03 -2.995529e-03
1.542503e+01 -5.313043e+01 -6.860229e-01 -6.579413e-01 -3.602451e-03 -2.986726e-03
1.549644e+01 -5.305901e+01 -7.311999e-01 -7.031339e-01 -3.586834e-03 -2.977610e-03
1.556785e+01 -5.298760e+01 -7.631833e-01 -7.351255e-01 -3.578668e-03 -2.968260e-03
1.563927e+01 -5.291619e+01 -7.796566e-01 -7.516134e-01 -3.564006e-03 -2.958620e-03
1.571068e+01 -5.284478e+01 -7.796606e-01 -7.516290e-01 -3.552442e-03 -2.948775e-03
1.578209e+01 -5.277336e+01 -7.631922e-01 -7.351689e-01 -3.544157e-03 -2.938710e-03
1.585350e+01 -5.270195e+01 -7.312152e-01 -7.032042e-01 -3.531819e-03 -2.928397e-03
1.592491e+01 -5.263054e+01 -6.860394e-01 -6.580387e-01 -3.521567e-03 -2.917820e-03
1.599633e+01 -5.255913e+01 -6.316075e-01 -6.036142e-01 -3.514176e-03 -2.907089e-03
1.606774e+01 -5.248772e+01 -5.726221e-01 -5.446382e-01 -3.504759e-03 -2.896105e-03
1.613915e+01 -5.241630e+01 -5.129836e-01 -4.855492e-01 -2.955323e-03 -2.885058e-03
1.621056e+01 -5.234489e+01 -4.543123e-01 -4.272340e-01 -2.599126e-03 -2.873581e-03
1.628198e+01 -5.227348e+01 -3.984568e-01 -3.713894e-01 -2.588278e-03 -2.863035e-03
1.635339e+01 -5.220207e+01 -3.477526e-01 -3.206927e-01 -2.580767e-03 -2.852295e-03
1.642480e+01 -5.213066e+01 -3.046170e-01 -2.775663e-01 -2.571618e-03 -2.840375e-03
1.649621e+01 -5.205924e+01 -2.718977e-01 -2.448392e-01 -2.579426e-03 -2.827854e-03
1.656762e+01 -5.198783e+01 -2.513739e-01 -2.242674e-01 -2.627393e-03 -2.815867e-03
1.663904e+01 -5.191642e+01 -2.422154e-01 -2.151196e-01 -2.616620e-03 -2.803762e-03
1.671045e+01 -5.184501e+01 -2.438633e-01 -2.167779e-01 -2.606323e-03 -2.791596e-03
1.678186e+01 -5.177359e+01 -2.559901e-01 -2.289148e-01 -2.596190e-03 -2.779326e-03
1.685327e+01 -5.170218e+01 -2.774958e-01 -2.505188e-01 -2.497857e-03 -2.769194e-03
1.692468e+01 -5.163077e+01 -3.056295e-01 -2.786621e-01 -2.488231e-03 -2.754401e-03
1.699610e+01 -5.155936e+01 -3.360030e-01 -3.090480e-01 -2.475863e-03 -2.739523e-03
1.706751e+01 -5.148795e+01 -3.635514e-01 -3.366068e-01 -2.465492e-03 -2.724551e-03
1.713892e+01 -5.141653e+01 -3.841444e-01 -3.572110e-01 -2.454286e-03 -2.709551e-03
1.721033e+01 -5.134512e+01 -3.949411e-01 -3.680187e-01 -2.443170e-03 -2.694409e-03
1.728175e+01 -5.127371e+01 -3.943662e-01 -3.674562e-01 -2.430832e-03 -2.679300e-03
1.735316e+01 -5.120230e+01 -3.825075e-01 -3.556116e-01 -2.416795e-03 -2.664158e-03
1.742457e+01 -5.113088e+01 -3.610818e-01 -3.342014e-01 -2.401298e-03 -2.648964e-03
1.749598e+01 -5.105947e+01 -3.330489e-01 -3.061825e-01 -2.387261e-03 -2.633772e-03
1.756739e+01 -5.098806e+01 -3.026692e-01 -2.758168e-01 -2.373224e-03 -2.618558e-03
1.763881e+01 -5.091665e+01 -2.750220e-01 -2.481817e-01 -2.361080e-03 -2.603348e-03
1.771022e+01 -5.084524e+01 -2.543541e-01 -2.274499e-01 -2.425110e-03 -2.588226e-03
1.778163e+01 -5.077382e+01 -2.432495e-01 -2.163512e-01 -2.419194e-03 -2.577461e-03
1.785304e+01 -5.070241e+01 -2.426624e-01 -2.157785e-01 -2.404800e-03 -2.565990e-03
1.792445e+01 -5.063100e+01 -2.529045e-01 -2.260429e-01 -2.382493e-03 -2.554664e-03
1.799587e+01 -5.055959e+01 -2.746049e-01 -2.478316e-01 -2.294144e-03 -2.543439e-03
1.806728e+01 -5.048818e+01 -3.085063e-01 -2.817478e-01 -2.279406e-03 -2.532225e-03
1.813869e+01 -5.041676e+01 -3.524778e-01 -3.257349e-01 -2.263760e-03 -2.521111e-03
1.821010e+01 -5.034535e+01 -4.038311e-01 -3.771044e-01 -2.247518e-03 -2.508654e-03
1.828152e+01 -5.027394e+01 -4.600198e-01 -4.333090e-01 -2.231663e-03 -2.497362e-03
1.835293e+01 -5.020253e+01 -5.188928e-01 -4.917786e-01 -2.635067e-03 -2.486045e-03
1.842434e+01 -5.013111e+01 -5.785874e-01 -5.511306e-01 -2.977615e-03 -2.474144e-03
1.849575e+01 -5.005970e+01 -6.373221e-01 -6.098821e-01 -2.960926e-03 -2.463221e-03
1.856716e+01 -4.998829e+01 -6.910459e-01 -6.636231e-01 -2.943700e-03 -2.452172e-03
1.863858e+01 -4.991688e+01 -7.350649e-01 -7.076589e-01 -2.926832e-03 -2.441118e-03
