# z_Ang d_from_mol_Ang V_A_eV V_B_eV dV_eV dV_mac_eV
1.920176e+01 -2.427369e+01 -5.660396e-01 -5.403365e-01 9.001739e-03 9.198432e-03
1.927422e+01 -2.420123e+01 -5.053765e-01 -4.798796e-01 9.207882e-03 9.309980e-03
1.934668e+01 -2.412878e+01 -4.458577e-01 -4.206629e-01 9.510018e-03 9.421383e-03
1.941914e+01 -2.405632e+01 -3.891072e-01 -3.640177e-01 9.615280e-03 9.532165e-03
1.949160e+01 -2.398386e+01 -3.377557e-01 -3.127726e-01 9.721734e-03 9.642254e-03
1.956406e+01 -2.391140e+01 -2.942870e-01 -2.694038e-01 9.821631e-03 9.753418e-03
1.963652e+01 -2.383894e+01 -2.617463e-01 -2.369716e-01 9.930141e-03 9.864501e-03
1.970898e+01 -2.376648e+01 -2.416474e-01 -2.170852e-01 1.014265e-02 9.975271e-03
1.978144e+01 -2.369402e+01 -2.332634e-01 -2.088077e-01 1.024913e-02 1.008576e-02
1.985390e+01 -2.362156e+01 -2.359808e-01 -2.116306e-01 1.035460e-02 1.019597e-02
1.992635e+01 -2.354910e+01 -2.495030e-01 -2.251745e-01 1.037627e-02 1.030599e-02
1.999881e+01 -2.347664e+01 -2.723558e-01 -2.480959e-01 1.044493e-02 1.041012e-02
2.007127e+01 -2.340418e+01 -3.014372e-01 -2.772307e-01 1.049829e-02 1.051488e-02
2.014373e+01 -2.333172e+01 -3.319758e-01 -3.078867e-01 1.061574e-02 1.062062e-02
2.021619e+01 -2.325926e+01 -3.587444e-01 -3.347872e-01 1.074759e-02 1.072768e-02
2.028865e+01 -2.318680e+01 -3.776861e-01 -3.538814e-01 1.090015e-02 1.083628e-02
2.036111e+01 -2.311434e+01 -3.861121e-01 -3.624370e-01 1.102967e-02 1.094677e-02
2.043357e+01 -2.304188e+01 -3.827161e-01 -3.591645e-01 1.115329e-02 1.105925e-02
2.050603e+01 -2.296942e+01 -3.680065e-01 -3.445690e-01 1.126731e-02 1.117383e-02
2.057849e+01 -2.289696e+01 -3.441056e-01 -3.207770e-01 1.137618e-02 1.129056e-02
2.065095e+01 -2.282450e+01 -3.144188e-01 -2.912030e-01 1.148901e-02 1.140963e-02
2.072341e+01 -2.275205e+01 -2.837533e-01 -2.606483e-01 1.159976e-02 1.153115e-02
2.079587e+01 -2.267959e+01 -2.573178e-01 -2.343034e-01 1.169046e-02 1.165539e-02
2.086833e+01 -2.260713e+01 -2.391492e-01 -2.161876e-01 1.174327e-02 1.178171e-02
2.094079e+01 -2.253467e+01 -2.312388e-01 -2.083814e-01 1.184735e-02 1.191190e-02
2.101325e+01 -2.246221e+01 -2.342954e-01 -2.115362e-01 1.194558e-02 1.204516e-02
2.108571e+01 -2.238975e+01 -2.485604e-01 -2.260021e-01 1.214648e-02 1.218128e-02
2.115817e+01 -2.231729e+01 -2.751141e-01 -2.526561e-01 1.224682e-02 1.232033e-02
2.123063e+01 -2.224483e+01 -3.138489e-01 -2.914989e-01 1.235480e-02 1.246169e-02
2.130308e+01 -2.217237e+01 -3.616154e-01 -3.393720e-01 1.246143e-02 1.260261e-02
2.137554e+01 -2.209991e+01 -4.161157e-01 -3.939805e-01 1.256961e-02 1.274653e-02
2.144800e+01 -2.202745e+01 -4.742715e-01 -4.522468e-01 1.268012e-02 1.289341e-02
2.152046e+01 -2.195499e+01 -5.346931e-01 -5.123999e-01 1.241160e-02 1.304532e-02
2.159292e+01 -2.188253e+01 -5.951676e-01 -5.729967e-01 1.253391e-02 1.320116e-02
2.166538e+01 -2.181007e+01 -6.528820e-01 -6.308468e-01 1.266957e-02 1.336111e-02
2.173784e+01 -2.173761e+01 -7.030686e-01 -6.811808e-01 1.281697e-02 1.352349e-02
2.181030e+01 -2.166515e+01 -7.411203e-01 -7.193872e-01 1.297171e-02 1.368797e-02
2.188276e+01 -2.159269e+01 -7.639166e-01 -7.423538e-01 1.314206e-02 1.385438e-02
2.195522e+01 -2.152023e+01 -7.699941e-01 -7.486070e-01 1.331771e-02 1.402328e-02
2.202768e+01 -2.144777e+01 -7.589946e-01 -7.377949e-01 1.350511e-02 1.419476e-02
2.210014e+01 -2.137532e+01 -7.315549e-01 -7.105517e-01 1.370163e-02 1.436893e-02
2.217260e+01 -2.130286e+01 -6.895454e-01 -6.687484e-01 1.390780e-02 1.454597e-02
2.224506e+01 -2.123040e+01 -6.365851e-01 -6.160029e-01 1.412261e-02 1.472576e-02
2.231752e+01 -2.115794e+01 -5.774858e-01 -5.571247e-01 1.434375e-02 1.490826e-02
2.238998e+01 -2.108548e+01 -5.167362e-01 -4.966713e-01 1.463986e-02 1.509399e-02
2.246244e+01 -2.101302e+01 -4.567255e-01 -4.371288e-01 1.510809e-02 1.528437e-02
2.253490e+01 -2.094056e+01 -3.991424e-01 -3.797832e-01 1.534567e-02 1.547738e-02
2.260736e+01 -2.086810e+01 -3.460779e-01 -3.269478e-01 1.557467e-02 1.567305e-02
2.267981e+01 -2.079564e+01 -3.003618e-01 -2.814580e-01 1.580105e-02 1.586899e-02
2.275227e+01 -2.072318e+01 -2.646197e-01 -2.459234e-01 1.600852e-02 1.606678e-02
2.282473e+01 -2.065072e+01 -2.414265e-01 -2.229238e-01 1.620219e-02 1.626688e-02
2.289719e+01 -2.057826e+01 -2.300741e-01 -2.118067e-01 1.643740e-02 1.646940e-02
2.296965e+01 -2.050580e+01 -2.299116e-01 -2.118776e-01 1.667082e-02 1.667424e-02
2.304211e+01 -2.043334e+01 -2.406156e-01 -2.228192e-01 1.690838e-02 1.688126e-02
2.311457e+01 -2.036088e+01 -2.612223e-01 -2.436635e-01 1.714606e-02 1.711227e-02
2.318703e+01 -2.028842e+01 -2.891101e-01 -2.717813e-01 1.737601e-02 1.734452e-02
2.325949e+01 -2.021596e+01 -3.198451e-01 -3.027385e-01 1.759825e-02 1.757852e-02
2.333195e+01 -2.014350e+01 -3.481233e-01 -3.312384e-01 1.781995e-02 1.781409e-02
2.340441e+01 -2.007104e+01 -3.695216e-01 -3.528725e-01 1.805571e-02 1.805113e-02
2.347687e+01 -1.999859e+01 -3.810053e-01 -3.645929e-01 1.829246e-02 1.828941e-02
2.354933e+01 -1.992613e+01 -3.808640e-01 -3.646862e-01 1.852704e-02 1.852888e-02
2.362179e+01 -1.985367e+01 -3.691153e-01 -3.531670e-01 1.875658e-02 1.876907e-02
2.369425e+01 -1.978121e+01 -3.474900e-01 -3.317742e-01 1.898906e-02 1.901076e-02
2.376671e+01 -1.970875e+01 -3.190465e-01 -3.035614e-01 1.921976e-02 1.925359e-02
2.383917e+01 -1.963629e+01 -2.882266e-01 -2.729691e-01 1.944733e-02 1.949734e-02
2.391163e+01 -1.956383e+01 -2.603323e-01 -2.453044e-01 1.967683e-02 1.974163e-02
2.398409e+01 -1.949137e+01 -2.397215e-01 -2.249463e-01 1.992960e-02 1.998465e-02
2.405654e+01 -1.941891e+01 -2.290722e-01 -2.145140e-01 2.014666e-02 2.020836e-02
2.412900e+01 -1.934645e+01 -2.292909e-01 -2.149457e-01 2.035958e-02 2.043151e-02
2.420146e+01 -1.927399e+01 -2.407012e-01 -2.265683e-01 2.057187e-02 2.065457e-02
2.427392e+01 -1.920153e+01 -2.640450e-01 -2.500922e-01 2.075196e-02 2.087779e-02
2.434638e+01 -1.912907e+01 -2.998618e-01 -2.861159e-01 2.095891e-02 2.110156e-02
2.441884e+01 -1.905661e+01 -3.455934e-01 -3.320583e-01 2.116976e-02 2.132752e-02
2.449130e+01 -1.898415e+01 -3.986529e-01 -3.853256e-01 2.137754e-02 2.155423e-02
2.456376e+01 -1.891169e+01 -4.561812e-01 -4.430587e-01 2.158234e-02 2.178107e-02
2.463622e+01 -1.883923e+01 -5.153768e-01 -5.030170e-01 2.234501e-02 2.200800e-02
2.470868e+01 -1.876677e+01 -5.760149e-01 -5.638306e-01 2.252055e-02 2.223323e-02
2.478114e+01 -1.869431e+01 -6.349542e-01 -6.229807e-01 2.273137e-02 2.245899e-02
2.485360e+01 -1.862186e+01 -6.876921e-01 -6.759340e-01 2.294666e-02 2.268543e-02
2.492606e+01 -1.854940e+01 -7.294109e-01 -7.178705e-01 2.316446e-02 2.291257e-02
2.499852e+01 -1.847694e+01 -7.565243e-01 -7.452075e-01 2.338804e-02 2.314024e-02
2.507098e+01 -1.840448e+01 -7.671885e-01 -7.560986e-01 2.361483e-02 2.336846e-02
2.514344e+01 -1.833202e+01 -7.607819e-01 -7.499104e-01 2.383328e-02 2.359726e-02
2.521590e+01 -1.825956e+01 -7.376667e-01 -7.270561e-01 2.409429e-02 2.382726e-02
2.528836e+01 -1.818710e+01 -6.993433e-01 -6.889879e-01 2.434940e-02 2.405840e-02
2.536082e+01 -1.811464e+01 -6.489340e-01 -6.388335e-01 2.460427e-02 2.429070e-02
2.543327e+01 -1.804218e+01 -5.910746e-01 -5.812179e-01 2.484817e-02 2.452434e-02
2.550573e+01 -1.796972e+01 -5.305102e-01 -5.208951e-01 2.508975e-02 2.475936e-02
2.557819e+01 -1.789726e+01 -4.710132e-01 -4.610358e-01 2.472738e-02 2.499641e-02
2.565065e+01 -1.782480e+01 -4.127868e-01 -4.030232e-01 2.494121e-02 2.523523e-02
2.572311e+01 -1.775234e+01 -3.582402e-01 -3.487018e-01 2.516637e-02 2.547559e-02
2.579557e+01 -1.767988e+01 -3.104447e-01 -3.011391e-01 2.539922e-02 2.571749e-02
2.586803e+01 -1.760742e+01 -2.717084e-01 -2.626344e-01 2.563084e-02 2.596055e-02
2.594049e+01 -1.753496e+01 -2.451128e-01 -2.363266e-01 2.591858e-02 2.620535e-02
2.601295e+01 -1.746250e+01 -2.306949e-01 -2.221761e-01 2.618592e-02 2.645159e-02
2.608541e+01 -1.739004e+01 -2.275935e-01 -2.193135e-01 2.642483e-02 2.669965e-02
2.615787e+01 -1.731758e+01 -2.354444e-01 -2.274060e-01 2.666641e-02 2.694990e-02
2.623033e+01 -1.724513e+01 -2.536629e-01 -2.457889e-01 2.683081e-02 2.719278e-02
2.630279e+01 -1.717267e+01 -2.799397e-01 -2.723188e-01 2.708391e-02 2.744641e-02
2.637525e+01 -1.710021e+01 -3.103741e-01 -3.030045e-01 2.733517e-02 2.770177e-02
2.644771e+01 -1.702775e+01 -3.397413e-01 -3.326234e-01 2.758697e-02 2.795958e-02
2.652017e+01 -1.695529e+01 -3.632699e-01 -3.564105e-01 2.784539e-02 2.821969e-02
2.659263e+01 -1.688283e+01 -3.775853e-01 -3.709865e-01 2.810607e-02 2.848224e-02
2.666509e+01 -1.681037e+01 -3.806078e-01 -3.742682e-01 2.836517e-02 2.874752e-02
2.673755e+01 -1.673791e+01 -3.718581e-01 -3.658001e-01 2.864683e-02 2.901614e-02
2.681000e+01 -1.666545e+01 -3.526581e-01 -3.468812e-01 2.892793e-02 2.928787e-02
2.688246e+01 -1.659299e+01 -3.257233e-01 -3.202270e-01 2.920852e-02 2.956269e-02
2.695492e+01 -1.652053e+01 -2.951110e-01 -2.899003e-01 2.949411e-02 2.984042e-02
2.702738e+01 -1.644807e+01 -2.660481e-01 -2.611260e-01 2.978272e-02 3.012175e-02
2.709984e+01 -1.637561e+01 -2.432397e-01 -2.386573e-01 3.012241e-02 3.040669e-02
2.717230e+01 -1.630315e+01 -2.299027e-01 -2.256137e-01 3.041586e-02 3.070379e-02
2.724476e+01 -1.623069e+01 -2.272968e-01 -2.232872e-01 3.069513e-02 3.100608e-02
2.731722e+01 -1.615823e+01 -2.357806e-01 -2.320495e-01 3.097375e-02 3.131292e-02
2.738968e+01 -1.608577e+01 -2.559371e-01 -2.524360e-01 3.120369e-02 3.162415e-02
2.746214e+01 -1.601331e+01 -2.885470e-01 -2.853272e-01 3.148497e-02 3.193960e-02
2.753460e+01 -1.594085e+01 -3.319936e-01 -3.290470e-01 3.175826e-02 3.225743e-02
2.760706e+01 -1.586840e+01 -3.832699e-01 -3.806090e-01 3.204391e-02 3.257723e-02
2.767952e+01 -1.579594e+01 -4.398668e-01 -4.375050e-01 3.234307e-02 3.290076e-02
2.775198e+01 -1.572348e+01 -4.988607e-01 -4.969449e-01 3.278903e-02 3.322762e-02
2.782444e+01 -1.565102e+01 -5.590253e-01 -5.577470e-01 3.342647e-02 3.356044e-02
2.789690e+01 -1.557856e+01 -6.187390e-01 -6.177463e-01 3.371210e-02 3.389677e-02
2.796936e+01 -1.550610e+01 -6.735575e-01 -6.728853e-01 3.403259e-02 3.423645e-02
2.804182e+01 -1.543364e+01 -7.185952e-01 -7.182394e-01 3.434903e-02 3.457959e-02
2.811428e+01 -1.536118e+01 -7.498444e-01 -7.498174e-01 3.467781e-02 3.492638e-02
2.818673e+01 -1.528872e+01 -7.650374e-01 -7.653544e-01 3.502179e-02 3.527674e-02
2.825919e+01 -1.521626e+01 -7.632719e-01 -7.639510e-01 3.538395e-02 3.562989e-02
2.833165e+01 -1.514380e+01 -7.446619e-01 -7.457359e-01 3.577883e-02 3.598432e-02
2.840411e+01 -1.507134e+01 -7.103506e-01 -7.118121e-01 3.616626e-02 3.633928e-02
2.847657e+01 -1.499888e+01 -6.629958e-01 -6.648377e-01 3.654665e-02 3.669538e-02
2.854903e+01 -1.492642e+01 -6.069120e-01 -6.091528e-01 3.694565e-02 3.705392e-02
2.862149e+01 -1.485396e+01 -5.469749e-01 -5.496123e-01 3.734226e-02 3.741496e-02
2.869395e+01 -1.478150e+01 -4.872081e-01 -4.900057e-01 3.750239e-02 3.777748e-02
2.876641e+01 -1.470904e+01 -4.286931e-01 -4.319283e-01 3.794000e-02 3.814285e-02
2.883887e+01 -1.463658e+01 -3.731443e-01 -3.767999e-01 3.836039e-02 3.851160e-02
2.891133e+01 -1.456412e+01 -3.235910e-01 -3.276682e-01 3.878207e-02 3.888371e-02
2.898379e+01 -1.449167e+01 -2.823173e-01 -2.868076e-01 3.919510e-02 3.926036e-02
2.905625e+01 -1.441921e+01 -2.525540e-01 -2.574346e-01 3.958545e-02 3.964027e-02
2.912871e+01 -1.434675e+01 -2.351518e-01 -2.403844e-01 3.993734e-02 4.002369e-02
2.920117e+01 -1.427429e+01 -2.290353e-01 -2.346668e-01 4.033632e-02 4.041087e-02
2.927363e+01 -1.420183e+01 -2.338339e-01 -2.398504e-01 4.072138e-02 4.080773e-02
2.934609e+01 -1.412937e+01 -2.491468e-01 -2.555841e-01 4.114210e-02 4.120435e-02
2.941855e+01 -1.405691e+01 -2.736277e-01 -2.804691e-01 4.154623e-02 4.159621e-02
2.949101e+01 -1.398445e+01 -3.039821e-01 -3.112187e-01 4.194144e-02 4.199147e-02
2.956346e+01 -1.391199e+01 -3.353586e-01 -3.429956e-01 4.234181e-02 4.238876e-02
2.963592e+01 -1.383953e+01 -3.626734e-01 -3.707263e-01 4.275773e-02 4.278782e-02
2.970838e+01 -1.376707e+01 -3.821062e-01 -3.905725e-01 4.317117e-02 4.318839e-02
2.978084e+01 -1.369461e+01 -3.911451e-01 -3.999909e-01 4.355071e-02 4.359097e-02
2.985330e+01 -1.362215e+01 -3.887283e-01 -3.979108e-01 4.388729e-02 4.399366e-02
2.992576e+01 -1.354969e+01 -3.756217e-01 -3.851082e-01 4.419131e-02 4.439580e-02
2.999822e+01 -1.347723e+01 -3.541709e-01 -3.639871e-01 4.452098e-02 4.479769e-02
3.007068e+01 -1.340477e+01 -3.280506e-01 -3.382571e-01 4.491127e-02 4.519977e-02
3.014314e+01 -1.333231e+01 -3.023052e-01 -3.129075e-01 4.530714e-02 4.560224e-02
3.021560e+01 -1.325985e+01 -2.822194e-01 -2.932255e-01 4.571093e-02 4.601178e-02
3.028806e+01 -1.318739e+01 -2.718324e-01 -2.832544e-01 4.612682e-02 4.643044e-02
3.036052e+01 -1.311494e+01 -2.735485e-01 -2.853949e-01 4.655126e-02 4.685304e-02
3.043298e+01 -1.304248e+01 -2.885356e-01 -3.008055e-01 4.697473e-02 4.727924e-02
3.050544e+01 -1.297002e+01 -3.172950e-01 -3.299896e-01 4.739941e-02 4.771046e-02
3.057790e+01 -1.289756e+01 -3.575729e-01 -3.706895e-01 4.782138e-02 4.814732e-02
3.065036e+01 -1.282510e+01 -4.062391e-01 -4.197792e-01 4.824493e-02 4.858911e-02
3.072282e+01 -1.275264e+01 -4.605257e-01 -4.745137e-01 4.869283e-02 4.903753e-02
3.079528e+01 -1.268018e+01 -5.174223e-01 -5.321256e-01 4.940815e-02 4.949146e-02
3.086774e+01 -1.260772e+01 -5.760236e-01 -5.911625e-01 4.984374e-02 4.995008e-02
3.094019e+01 -1.253526e+01 -6.338626e-01 -6.494339e-01 5.027617e-02 5.041249e-02
3.101265e+01 -1.246280e+01 -6.866928e-01 -7.026964e-01 5.070848e-02 5.087763e-02
3.108511e+01 -1.239034e+01 -7.295934e-01 -7.460048e-01 5.111624e-02 5.134674e-02
3.115757e+01 -1.231788e+01 -7.586383e-01 -7.754418e-01 5.150826e-02 5.182108e-02
3.123003e+01 -1.224542e+01 -7.716317e-01 -7.888293e-01 5.190236e-02 5.230136e-02
3.130249e+01 -1.217296e+01 -7.677165e-01 -7.853444e-01 5.233271e-02 5.278744e-02
3.137495e+01 -1.210050e+01 -7.470405e-01 -7.650352e-01 5.269957e-02 5.327798e-02
3.144741e+01 -1.202804e+01 -7.108025e-01 -7.291686e-01 5.307091e-02 5.377048e-02
3.151987e+01 -1.195558e+01 -6.617323e-01 -6.804751e-01 5.344761e-02 5.426284e-02
3.159233e+01 -1.188312e+01 -6.041825e-01 -6.233138e-01 5.383611e-02 5.475159e-02
3.166479e+01 -1.181067e+01 -5.429559e-01 -5.625029e-01 5.425186e-02 5.523616e-02
3.173725e+01 -1.173821e+01 -4.817648e-01 -5.020126e-01 5.495257e-02 5.571960e-02
3.180971e+01 -1.166575e+01 -4.218269e-01 -4.426267e-01 5.550460e-02 5.620529e-02
3.188217e+01 -1.159329e+01 -3.647348e-01 -3.861420e-01 5.611203e-02 5.669576e-02
3.195463e+01 -1.152083e+01 -3.134409e-01 -3.354229e-01 5.668686e-02 5.719271e-02
3.202709e+01 -1.144837e+01 -2.700778e-01 -2.926976e-01 5.732463e-02 5.769902e-02
3.209955e+01 -1.137591e+01 -2.376723e-01 -2.609473e-01 5.797983e-02 5.821804e-02
3.217201e+01 -1.130345e+01 -2.166095e-01 -2.404873e-01 5.858261e-02 5.875029e-02
3.224447e+01 -1.123099e+01 -2.056084e-01 -2.301229e-01 5.921932e-02 5.929941e-02
3.231692e+01 -1.115853e+01 -2.038703e-01 -2.290209e-01 5.985541e-02 5.985995e-02
3.238938e+01 -1.108607e+01 -2.113340e-01 -2.370713e-01 6.044210e-02 6.042476e-02
3.246184e+01 -1.101361e+01 -2.283138e-01 -2.546348e-01 6.102576e-02 6.099877e-02
3.253430e+01 -1.094115e+01 -2.544004e-01 -2.812425e-01 6.154693e-02 6.158005e-02
3.260676e+01 -1.086869e+01 -2.872889e-01 -3.146972e-01 6.211317e-02 6.216614e-02
3.267922e+01 -1.079623e+01 -3.230184e-01 -3.510522e-01 6.273860e-02 6.275466e-02
3.275168e+01 -1.072377e+01 -3.566063e-01 -3.853114e-01 6.340987e-02 6.334233e-02
3.282414e+01 -1.065131e+01 -3.838224e-01 -4.131900e-01 6.407250e-02 6.392602e-02
3.289660e+01 -1.057885e+01 -4.018487e-01 -4.317880e-01 6.464411e-02 6.450290e-02
3.296906e+01 -1.050639e+01 -4.091579e-01 -4.395175e-01 6.506441e-02 6.507437e-02
3.304152e+01 -1.043394e+01 -4.058824e-01 -4.365406e-01 6.536300e-02 6.563641e-02
3.311398e+01 -1.036148e+01 -3.938780e-01 -4.247106e-01 6.553743e-02 6.618745e-02
3.318644e+01 -1.028902e+01 -3.763834e-01 -4.074262e-01 6.574763e-02 6.672742e-02
3.325890e+01 -1.021656e+01 -3.580775e-01 -3.894678e-01 6.609515e-02 6.726348e-02
3.333136e+01 -1.014410e+01 -3.448372e-01 -3.767276e-01 6.659529e-02 6.778472e-02
3.340382e+01 -1.007164e+01 -3.421388e-01 -3.746513e-01 6.721724e-02 6.829768e-02
3.347628e+01 -9.999178e+00 -3.539067e-01 -3.871218e-01 6.791995e-02 6.880462e-02
3.354874e+01 -9.926719e+00 -3.807116e-01 -4.147529e-01 6.874610e-02 6.930935e-02
3.362120e+01 -9.854259e+00 -4.190065e-01 -4.540192e-01 6.971756e-02 6.981718e-02
3.369365e+01 -9.781800e+00 -4.657299e-01 -5.017332e-01 7.070810e-02 7.032699e-02
3.376611e+01 -9.709340e+00 -5.174314e-01 -5.545837e-01 7.185710e-02 7.084328e-02
3.383857e+01 -9.636881e+00 -5.719529e-01 -6.100441e-01 7.279599e-02 7.136670e-02
3.391103e+01 -9.564421e+00 -6.275617e-01 -6.665516e-01 7.369471e-02 7.189877e-02
3.398349e+01 -9.491962e+00 -6.807268e-01 -7.205481e-01 7.452608e-02 7.243998e-02
3.405595e+01 -9.419502e+00 -7.265570e-01 -7.671235e-01 7.527138e-02 7.298840e-02
3.412841e+01 -9.347043e+00 -7.604510e-01 -8.016567e-01 7.591052e-02 7.354689e-02
3.420087e+01 -9.274583e+00 -7.793441e-01 -8.210620e-01 7.642264e-02 7.411129e-02
3.427333e+01 -9.202124e+00 -7.817724e-01 -8.238457e-01 7.677806e-02 7.467910e-02
3.434579e+01 -9.129665e+00 -7.673986e-01 -8.096946e-01 7.700080e-02 7.524928e-02
3.441825e+01 -9.057205e+00 -7.368719e-01 -7.793058e-01 7.713867e-02 7.581884e-02
3.449071e+01 -8.984746e+00 -6.921149e-01 -7.346826e-01 7.727254e-02 7.638423e-02
3.456317e+01 -8.912286e+00 -6.367472e-01 -6.792811e-01 7.723863e-02 7.694076e-02
3.463563e+01 -8.839827e+00 -5.755098e-01 -6.179473e-01 7.714231e-02 7.748320e-02
3.470809e+01 -8.767367e+00 -5.126547e-01 -5.550051e-01 7.705522e-02 7.800939e-02
3.478055e+01 -8.694908e+00 -4.502814e-01 -4.928788e-01 7.730222e-02 7.851861e-02
3.485301e+01 -8.622448e+00 -3.900400e-01 -4.327013e-01 7.736609e-02 7.901111e-02
3.492547e+01 -8.549989e+00 -3.339733e-01 -3.768301e-01 7.756159e-02 7.948645e-02
3.499793e+01 -8.477529e+00 -2.846375e-01 -3.278431e-01 7.791040e-02 7.994574e-02
3.507038e+01 -8.405070e+00 -2.445112e-01 -2.881968e-01 7.839038e-02 8.038977e-02
3.514284e+01 -8.332610e+00 -2.154004e-01 -2.598568e-01 7.916122e-02 8.082433e-02
3.521530e+01 -8.260151e+00 -1.962815e-01 -2.414784e-01 7.990173e-02 8.125143e-02
3.528776e+01 -8.187691e+00 -1.858250e-01 -2.319032e-01 8.078302e-02 8.167577e-02
3.536022e+01 -8.115232e+00 -1.832710e-01 -2.302926e-01 8.172636e-02 8.209974e-02
3.543268e+01 -8.042772e+00 -1.884529e-01 -2.364825e-01 8.273440e-02 8.253389e-02
3.550514e+01 -7.970313e+00 -2.017409e-01 -2.507502e-01 8.371411e-02 8.298393e-02
3.557760e+01 -7.897853e+00 -2.237151e-01 -2.736183e-01 8.460800e-02 8.345577e-02
3.565006e+01 -7.825394e+00 -2.541137e-01 -3.049709e-01 8.556200e-02 8.395456e-02
3.572252e+01 -7.752935e+00 -2.911695e-01 -3.428471e-01 8.638240e-02 8.448398e-02
3.579498e+01 -7.680475e+00 -3.311245e-01 -3.835742e-01 8.715443e-02 8.504672e-02
3.586744e+01 -7.608016e+00 -3.692484e-01 -4.224714e-01 8.792774e-02 8.564541e-02
3.593990e+01 -7.535556e+00 -4.015253e-01 -4.553840e-01 8.856360e-02 8.627920e-02
3.601236e+01 -7.463097e+00 -4.254102e-01 -4.796613e-01 8.895589e-02 8.694417e-02
3.608482e+01 -7.390637e+00 -4.396520e-01 -4.939423e-01 8.899511e-02 8.763273e-02
3.615728e+01 -7.318178e+00 -4.445492e-01 -4.985321e-01 8.868773e-02 8.833337e-02
3.622974e+01 -7.245718e+00 -4.421306e-01 -4.955893e-01 8.816356e-02 8.904490e-02
3.630220e+01 -7.173259e+00 -4.360602e-01 -4.889994e-01 8.764405e-02 8.975736e-02
3.637466e+01 -7.100799e+00 -4.317743e-01 -4.843425e-01 8.727301e-02 9.045443e-02
3.644711e+01 -7.028340e+00 -4.358900e-01 -4.882198e-01 8.703459e-02 9.113303e-02
3.651957e+01 -6.955880e+00 -4.517304e-01 -5.039923e-01 8.696670e-02 9.178734e-02
3.659203e+01 -6.883421e+00 -4.790092e-01 -5.313179e-01 8.701352e-02 9.241252e-02
3.666449e+01 -6.810961e+00 -5.158939e-01 -5.686212e-01 8.743209e-02 9.300675e-02
3.673695e+01 -6.738502e+00 -5.591012e-01 -6.124793e-01 8.808286e-02 9.356692e-02
3.680941e+01 -6.666042e+00 -6.065133e-01 -6.607633e-01 8.895481e-02 9.409873e-02
3.688187e+01 -6.593583e+00 -6.555701e-01 -7.109532e-01 9.008784e-02 9.460581e-02
3.695433e+01 -6.521124e+00 -7.018236e-01 -7.585831e-01 9.146435e-02 9.509458e-02
3.702679e+01 -6.448664e+00 -7.400289e-01 -7.983702e-01 9.304620e-02 9.557157e-02
3.709925e+01 -6.376205e+00 -7.658392e-01 -8.259495e-01 9.481520e-02 9.604484e-02
3.717171e+01 -6.303745e+00 -7.766606e-01 -8.386753e-01 9.671945e-02 9.652251e-02
3.724417e+01 -6.231286e+00 -7.713583e-01 -8.353291e-01 9.867556e-02 9.700651e-02
3.731663e+01 -6.158826e+00 -7.497979e-01 -8.157135e-01 1.006203e-01 9.749892e-02
3.738909e+01 -6.086367e+00 -7.128420e-01 -7.806593e-01 1.025221e-01 9.799442e-02
3.746155e+01 -6.013907e+00 -6.627494e-01 -7.322980e-01 1.042534e-01 9.848027e-02
3.753401e+01 -5.941448e+00 -6.034342e-01 -6.744621e-01 1.057327e-01 9.893931e-02
3.760647e+01 -5.868988e+00 -5.394297e-01 -6.116053e-01 1.068804e-01 9.934868e-02
3.767893e+01 -5.796529e+00 -4.744899e-01 -5.471514e-01 1.073664e-01 9.967974e-02
3.775139e+01 -5.724069e+00 -4.095168e-01 -4.825501e-01 1.077381e-01 9.989457e-02
3.782384e+01 -5.651610e+00 -3.458920e-01 -4.188780e-01 1.076908e-01 9.994219e-02
3.789630e+01 -5.579150e+00 -2.863421e-01 -3.589135e-01 1.072763e-01 9.975487e-02
3.796876e+01 -5.506691e+00 -2.329859e-01 -3.048268e-01 1.065458e-01 9.924828e-02
3.804122e+01 -5.434231e+00 -1.885530e-01 -2.595451e-01 1.056968e-01 9.832340e-02
3.811368e+01 -5.361772e+00 -1.537478e-01 -2.238362e-01 1.047932e-01 9.686133e-02
3.818614e+01 -5.289312e+00 -1.270101e-01 -1.962477e-01 1.039424e-01 9.471690e-02
3.825860e+01 -5.216853e+00 -1.070437e-01 -1.755875e-01 1.032486e-01 9.170197e-02
3.833106e+01 -5.144394e+00 -9.305616e-02 -1.611209e-01 1.027696e-01 8.759228e-02
3.840352e+01 -5.071934e+00 -8.460525e-02 -1.524877e-01 1.025872e-01 8.218608e-02
3.847598e+01 -4.999475e+00 -8.141211e-02 -1.494508e-01 1.027435e-01 7.534068e-02
3.854844e+01 -4.927015e+00 -8.323032e-02 -1.517704e-01 1.032449e-01 6.696189e-02
3.862090e+01 -4.854556e+00 -8.943877e-02 -1.587986e-01 1.040646e-01 5.701345e-02
3.869336e+01 -4.782096e+00 -9.872416e-02 -1.691674e-01 1.051480e-01 4.547479e-02
3.876582e+01 -4.709637e+00 -1.084524e-01 -1.801215e-01 1.063740e-01 3.237381e-02
3.883828e+01 -4.637177e+00 -1.151623e-01 -1.880136e-01 1.075560e-01 1.782170e-02
3.891074e+01 -4.564718e+00 -1.160441e-01 -1.898001e-01 1.084608e-01 2.036294e-03
