# z_Ang d_from_mol_Ang V_A_eV V_B_eV dV_eV dV_mac_eV
7.412070e+00 -2.979338e+01 -2.665986e-01 -2.272954e-01 -1.884021e-03 -2.174117e-03
7.484737e+00 -2.972072e+01 -2.922268e-01 -2.529319e-01 -1.875661e-03 -2.097292e-03
7.557405e+00 -2.964805e+01 -3.225699e-01 -2.833444e-01 -1.806192e-03 -2.019942e-03
7.630072e+00 -2.957538e+01 -3.524316e-01 -3.132819e-01 -1.730524e-03 -1.941965e-03
7.702740e+00 -2.950271e+01 -3.768637e-01 -3.377888e-01 -1.655690e-03 -1.863401e-03
7.775407e+00 -2.943005e+01 -3.922890e-01 -3.532849e-01 -1.584820e-03 -1.784151e-03
7.848074e+00 -2.935738e+01 -3.964412e-01 -3.575059e-01 -1.516096e-03 -1.704217e-03
7.920742e+00 -2.928471e+01 -3.886488e-01 -3.497702e-01 -1.459382e-03 -1.623454e-03
7.993409e+00 -2.921205e+01 -3.701052e-01 -3.312777e-01 -1.408271e-03 -1.542112e-03
8.066076e+00 -2.913938e+01 -3.434508e-01 -3.046800e-01 -1.351617e-03 -1.459872e-03
8.138744e+00 -2.906671e+01 -3.126709e-01 -2.739657e-01 -1.285963e-03 -1.376914e-03
8.211411e+00 -2.899404e+01 -2.829995e-01 -2.443998e-01 -1.180448e-03 -1.293145e-03
8.284078e+00 -2.892138e+01 -2.593380e-01 -2.207873e-01 -1.131482e-03 -1.208303e-03
8.356746e+00 -2.884871e+01 -2.450184e-01 -2.064762e-01 -1.122929e-03 -1.139711e-03
8.429413e+00 -2.877604e+01 -2.413916e-01 -2.028976e-01 -1.074798e-03 -1.071295e-03
8.502080e+00 -2.870337e+01 -2.489136e-01 -2.104609e-01 -1.033537e-03 -1.001929e-03
8.574748e+00 -2.863071e+01 -2.680489e-01 -2.296644e-01 -9.652600e-04 -9.317002e-04
8.647415e+00 -2.855804e+01 -2.998072e-01 -2.614274e-01 -9.605512e-04 -8.606501e-04
8.720083e+00 -2.848537e+01 -3.427290e-01 -3.043794e-01 -9.303913e-04 -7.897438e-04
8.792750e+00 -2.841270e+01 -3.936845e-01 -3.553593e-01 -9.059832e-04 -7.151881e-04
8.865417e+00 -2.834004e+01 -4.502143e-01 -4.119158e-01 -8.791909e-04 -6.397428e-04
8.938085e+00 -2.826737e+01 -5.091652e-01 -4.711429e-01 -6.030425e-04 -5.641475e-04
9.010752e+00 -2.819470e+01 -5.697477e-01 -5.317413e-01 -5.871877e-04 -4.879738e-04
9.083419e+00 -2.812204e+01 -6.297132e-01 -5.917460e-01 -5.479679e-04 -4.093449e-04
9.156087e+00 -2.804937e+01 -6.849832e-01 -6.470615e-01 -5.024299e-04 -3.284884e-04
9.228754e+00 -2.797670e+01 -7.305943e-01 -6.927303e-01 -4.447922e-04 -2.461896e-04
9.301421e+00 -2.790403e+01 -7.624373e-01 -7.246351e-01 -3.829822e-04 -1.624021e-04
9.374089e+00 -2.783137e+01 -7.781421e-01 -7.404113e-01 -3.115162e-04 -7.706699e-05
9.446756e+00 -2.775870e+01 -7.767512e-01 -7.391081e-01 -2.238974e-04 9.668165e-06
9.519423e+00 -2.768603e+01 -7.583446e-01 -7.207956e-01 -1.297817e-04 9.776868e-05
9.592091e+00 -2.761336e+01 -7.240410e-01 -6.866028e-01 -1.897663e-05 1.872006e-04
9.664758e+00 -2.754070e+01 -6.764778e-01 -6.391530e-01 9.445101e-05 2.778288e-04
9.737425e+00 -2.746803e+01 -6.199707e-01 -5.827749e-01 2.234355e-04 3.694813e-04
9.810093e+00 -2.739536e+01 -5.594643e-01 -5.224125e-01 3.673807e-04 4.610392e-04
9.882760e+00 -2.732269e+01 -4.992203e-01 -4.619960e-01 1.948848e-04 5.548358e-04
9.955428e+00 -2.725003e+01 -4.401529e-01 -4.030215e-01 2.878383e-04 6.494703e-04
1.002809e+01 -2.717736e+01 -3.840256e-01 -3.470312e-01 4.248098e-04 7.455481e-04
1.010076e+01 -2.710469e+01 -3.339347e-01 -2.970772e-01 5.618110e-04 8.432114e-04
1.017343e+01 -2.703202e+01 -2.922097e-01 -2.554896e-01 6.990805e-04 9.440337e-04
1.024610e+01 -2.695936e+01 -2.621204e-01 -2.255383e-01 8.370951e-04 1.047023e-03
1.031876e+01 -2.688669e+01 -2.444373e-01 -2.080690e-01 1.050867e-03 1.151942e-03
1.039143e+01 -2.681402e+01 -2.383617e-01 -2.021252e-01 1.182742e-03 1.258892e-03
1.046410e+01 -2.674136e+01 -2.433894e-01 -2.072828e-01 1.312621e-03 1.367715e-03
1.053677e+01 -2.666869e+01 -2.590845e-01 -2.230567e-01 1.391448e-03 1.472593e-03
1.060943e+01 -2.659602e+01 -2.836452e-01 -2.477314e-01 1.505382e-03 1.578188e-03
1.068210e+01 -2.652335e+01 -3.135672e-01 -2.778186e-01 1.670636e-03 1.684941e-03
1.075477e+01 -2.645069e+01 -3.437890e-01 -3.081781e-01 1.808323e-03 1.792681e-03
1.082744e+01 -2.637802e+01 -3.692031e-01 -3.337311e-01 1.947172e-03 1.901073e-03
1.090010e+01 -2.630535e+01 -3.860371e-01 -3.507025e-01 2.084590e-03 2.010242e-03
1.097277e+01 -2.623268e+01 -3.918458e-01 -3.566401e-01 2.213515e-03 2.119977e-03
1.104544e+01 -2.616002e+01 -3.857040e-01 -3.506137e-01 2.328940e-03 2.230197e-03
1.111811e+01 -2.608735e+01 -3.685495e-01 -3.335675e-01 2.437301e-03 2.340714e-03
1.119077e+01 -2.601468e+01 -3.428388e-01 -3.079650e-01 2.545394e-03 2.451412e-03
1.126344e+01 -2.594201e+01 -3.123478e-01 -2.775837e-01 2.655096e-03 2.562299e-03
1.133611e+01 -2.586935e+01 -2.821809e-01 -2.475182e-01 2.756543e-03 2.673088e-03
1.140877e+01 -2.579668e+01 -2.574065e-01 -2.228890e-01 2.901770e-03 2.783409e-03
1.148144e+01 -2.572401e+01 -2.416528e-01 -2.071799e-01 2.946354e-03 2.901445e-03
1.155411e+01 -2.565135e+01 -2.364597e-01 -2.020970e-01 3.056549e-03 3.021848e-03
1.162678e+01 -2.557868e+01 -2.423742e-01 -2.081209e-01 3.165983e-03 3.141814e-03
1.169944e+01 -2.550601e+01 -2.597285e-01 -2.256793e-01 3.370099e-03 3.261277e-03
1.177211e+01 -2.543334e+01 -2.896597e-01 -2.557085e-01 3.467984e-03 3.380272e-03
1.184478e+01 -2.536068e+01 -3.312237e-01 -2.973855e-01 3.581114e-03 3.498423e-03
1.191745e+01 -2.528801e+01 -3.811524e-01 -3.474261e-01 3.692903e-03 3.615394e-03
1.199011e+01 -2.521534e+01 -4.371107e-01 -4.034916e-01 3.800161e-03 3.731952e-03
1.206278e+01 -2.514267e+01 -4.960467e-01 -4.625342e-01 3.906734e-03 3.848032e-03
1.213545e+01 -2.507001e+01 -5.565619e-01 -5.230961e-01 3.953375e-03 3.963868e-03
1.220812e+01 -2.499734e+01 -6.168815e-01 -5.835047e-01 4.042424e-03 4.078964e-03
1.228078e+01 -2.492467e+01 -6.731716e-01 -6.398828e-01 4.130401e-03 4.193220e-03
1.235345e+01 -2.485200e+01 -7.204916e-01 -6.872884e-01 4.216053e-03 4.306667e-03
1.242612e+01 -2.477934e+01 -7.545223e-01 -7.214144e-01 4.311301e-03 4.419299e-03
1.249878e+01 -2.470667e+01 -7.726419e-01 -7.396297e-01 4.407085e-03 4.531205e-03
1.257145e+01 -2.463400e+01 -7.737309e-01 -7.408272e-01 4.515566e-03 4.642432e-03
1.264412e+01 -2.456133e+01 -7.577298e-01 -7.249330e-01 4.622437e-03 4.753035e-03
1.271679e+01 -2.448867e+01 -7.255870e-01 -6.929088e-01 4.741050e-03 4.862957e-03
1.278945e+01 -2.441600e+01 -6.796899e-01 -6.471333e-01 4.862584e-03 4.972169e-03
1.286212e+01 -2.434333e+01 -6.241638e-01 -5.917319e-01 4.987337e-03 5.080688e-03
1.293479e+01 -2.427067e+01 -5.639597e-01 -5.316517e-01 5.111195e-03 5.188986e-03
1.300746e+01 -2.419800e+01 -5.031270e-01 -4.709782e-01 5.270429e-03 5.296272e-03
1.308012e+01 -2.412533e+01 -4.436421e-01 -4.116880e-01 5.465187e-03 5.407112e-03
1.315279e+01 -2.405266e+01 -3.869070e-01 -3.550711e-01 5.583353e-03 5.517489e-03
1.322546e+01 -2.398000e+01 -3.357639e-01 -3.040434e-01 5.698688e-03 5.627356e-03
1.329813e+01 -2.390733e+01 -2.926623e-01 -2.610589e-01 5.815871e-03 5.732059e-03
1.337079e+01 -2.383466e+01 -2.607454e-01 -2.292438e-01 5.917616e-03 5.835864e-03
1.344346e+01 -2.376199e+01 -2.413623e-01 -2.100237e-01 6.080590e-03 5.939333e-03
1.351613e+01 -2.368933e+01 -2.336615e-01 -2.024370e-01 6.194748e-03 6.042362e-03
1.358880e+01 -2.361666e+01 -2.371113e-01 -2.059961e-01 6.304063e-03 6.145162e-03
1.366146e+01 -2.354399e+01 -2.513362e-01 -2.202894e-01 6.372415e-03 6.247858e-03
1.373413e+01 -2.347132e+01 -2.748271e-01 -2.438623e-01 6.454475e-03 6.342857e-03
1.380680e+01 -2.339866e+01 -3.042856e-01 -2.734500e-01 6.583668e-03 6.438184e-03
1.387946e+01 -2.332599e+01 -3.348021e-01 -3.040694e-01 6.686546e-03 6.533835e-03
1.395213e+01 -2.325332e+01 -3.611519e-01 -3.305230e-01 6.790347e-03 6.630100e-03
1.402480e+01 -2.318066e+01 -3.793705e-01 -3.488478e-01 6.896533e-03 6.727482e-03
1.409747e+01 -2.310799e+01 -3.868376e-01 -3.564146e-01 6.996281e-03 6.826435e-03
1.417013e+01 -2.303532e+01 -3.823854e-01 -3.520510e-01 7.084854e-03 6.927089e-03
1.424280e+01 -2.296265e+01 -3.666925e-01 -3.364373e-01 7.163979e-03 7.029781e-03
1.431547e+01 -2.288999e+01 -3.420198e-01 -3.118421e-01 7.241495e-03 7.134476e-03
1.438814e+01 -2.281732e+01 -3.119357e-01 -2.818379e-01 7.321425e-03 7.241433e-03
1.446080e+01 -2.274465e+01 -2.813964e-01 -2.513905e-01 7.413335e-03 7.350901e-03
1.453347e+01 -2.267198e+01 -2.555995e-01 -2.256954e-01 7.515065e-03 7.463093e-03
1.460614e+01 -2.259932e+01 -2.382539e-01 -2.085471e-01 7.712491e-03 7.577227e-03
1.467881e+01 -2.252665e+01 -2.315060e-01 -2.018895e-01 7.802762e-03 7.701633e-03
1.475147e+01 -2.245398e+01 -2.358252e-01 -2.062962e-01 7.890247e-03 7.828687e-03
1.482414e+01 -2.238131e+01 -2.516866e-01 -2.221397e-01 7.872321e-03 7.958706e-03
1.489681e+01 -2.230865e+01 -2.798096e-01 -2.503220e-01 7.931627e-03 8.091736e-03
1.496947e+01 -2.223598e+01 -3.199394e-01 -2.905504e-01 8.030273e-03 8.228486e-03
1.504214e+01 -2.216331e+01 -3.687948e-01 -3.394987e-01 8.123167e-03 8.364843e-03
1.511481e+01 -2.209064e+01 -4.240908e-01 -3.948921e-01 8.220561e-03 8.504020e-03
1.518748e+01 -2.201798e+01 -4.827140e-01 -4.536175e-01 8.322664e-03 8.646378e-03
1.526014e+01 -2.194531e+01 -5.434207e-01 -5.140398e-01 8.038320e-03 8.793423e-03
1.533281e+01 -2.187264e+01 -6.039466e-01 -5.746689e-01 8.141495e-03 8.945501e-03
1.540548e+01 -2.179998e+01 -6.611003e-01 -6.319244e-01 8.243360e-03 9.100195e-03
1.547815e+01 -2.172731e+01 -7.099889e-01 -6.809251e-01 8.355476e-03 9.258042e-03
1.555081e+01 -2.165464e+01 -7.461091e-01 -7.171885e-01 8.498706e-03 9.419283e-03
1.562348e+01 -2.158197e+01 -7.665887e-01 -7.378316e-01 8.662082e-03 9.584014e-03
1.569615e+01 -2.150931e+01 -7.701300e-01 -7.415544e-01 8.843698e-03 9.752112e-03
1.576882e+01 -2.143664e+01 -7.565298e-01 -7.281488e-01 9.038188e-03 9.923557e-03
1.584148e+01 -2.136397e+01 -7.265875e-01 -6.984112e-01 9.242930e-03 1.009830e-02
1.591415e+01 -2.129130e+01 -6.824439e-01 -6.544864e-01 9.461738e-03 1.027644e-02
1.598682e+01 -2.121864e+01 -6.280011e-01 -6.002763e-01 9.694435e-03 1.045787e-02
1.605949e+01 -2.114597e+01 -5.681897e-01 -5.407059e-01 9.935476e-03 1.064228e-02
1.613215e+01 -2.107330e+01 -5.073079e-01 -4.800668e-01 1.017819e-02 1.082988e-02
1.620482e+01 -2.100063e+01 -4.472615e-01 -4.206569e-01 1.081464e-02 1.101616e-02
1.627749e+01 -2.092797e+01 -3.900427e-01 -3.636701e-01 1.104666e-02 1.120527e-02
1.635015e+01 -2.085530e+01 -3.379489e-01 -3.118192e-01 1.128951e-02 1.139714e-02
1.642282e+01 -2.078263e+01 -2.936023e-01 -2.677192e-01 1.153619e-02 1.159392e-02
1.649549e+01 -2.070997e+01 -2.599396e-01 -2.343182e-01 1.179787e-02 1.179585e-02
1.656816e+01 -2.063730e+01 -2.390032e-01 -2.135279e-01 1.194393e-02 1.200032e-02
1.664082e+01 -2.056463e+01 -2.297384e-01 -2.044985e-01 1.217935e-02 1.220745e-02
1.671349e+01 -2.049196e+01 -2.316635e-01 -2.066697e-01 1.242545e-02 1.241689e-02
1.678616e+01 -2.041930e+01 -2.443966e-01 -2.196727e-01 1.269538e-02 1.262865e-02
1.685883e+01 -2.034663e+01 -2.666937e-01 -2.422683e-01 1.299382e-02 1.284755e-02
1.693149e+01 -2.027396e+01 -2.956193e-01 -2.714356e-01 1.323552e-02 1.306981e-02
1.700416e+01 -2.020129e+01 -3.263624e-01 -3.024171e-01 1.347394e-02 1.329548e-02
1.707683e+01 -2.012863e+01 -3.536145e-01 -3.299190e-01 1.372371e-02 1.352406e-02
1.714950e+01 -2.005596e+01 -3.732173e-01 -3.497780e-01 1.397998e-02 1.375511e-02
1.722216e+01 -1.998329e+01 -3.823737e-01 -3.591790e-01 1.422451e-02 1.398816e-02
1.729483e+01 -1.991062e+01 -3.796912e-01 -3.567289e-01 1.445697e-02 1.422280e-02
1.736750e+01 -1.983796e+01 -3.655812e-01 -3.428397e-01 1.467774e-02 1.445875e-02
1.744017e+01 -1.976529e+01 -3.420980e-01 -3.195804e-01 1.490159e-02 1.469581e-02
1.751283e+01 -1.969262e+01 -3.126138e-01 -2.903177e-01 1.512311e-02 1.493375e-02
1.758550e+01 -1.961995e+01 -2.819098e-01 -2.598334e-01 1.534281e-02 1.517211e-02
1.765817e+01 -1.954729e+01 -2.552740e-01 -2.334369e-01 1.558209e-02 1.541046e-02
1.773083e+01 -1.947462e+01 -2.368467e-01 -2.151500e-01 1.572255e-02 1.564703e-02
1.780350e+01 -1.940195e+01 -2.286664e-01 -2.071815e-01 1.593437e-02 1.587354e-02
1.787617e+01 -1.932929e+01 -2.315076e-01 -2.102291e-01 1.614072e-02 1.610005e-02
1.794884e+01 -1.925662e+01 -2.457202e-01 -2.246346e-01 1.633368e-02 1.632639e-02
1.802150e+01 -1.918395e+01 -2.720661e-01 -2.512617e-01 1.661477e-02 1.655231e-02
1.809417e+01 -1.911128e+01 -3.107865e-01 -2.901897e-01 1.682241e-02 1.677709e-02
1.816684e+01 -1.903862e+01 -3.586451e-01 -3.382559e-01 1.702998e-02 1.700389e-02
1.823951e+01 -1.896595e+01 -4.133168e-01 -3.931238e-01 1.722626e-02 1.723079e-02
1.831217e+01 -1.889328e+01 -4.716983e-01 -4.517073e-01 1.742823e-02 1.745736e-02
1.838484e+01 -1.882061e+01 -5.320652e-01 -5.120972e-01 1.745126e-02 1.768307e-02
1.845751e+01 -1.874795e+01 -5.927991e-01 -5.730783e-01 1.769844e-02 1.790718e-02
1.853018e+01 -1.867528e+01 -6.507705e-01 -6.312987e-01 1.794735e-02 1.813128e-02
1.860284e+01 -1.860261e+01 -7.011912e-01 -6.819562e-01 1.818428e-02 1.835568e-02
1.867551e+01 -1.852994e+01 -7.393990e-01 -7.204136e-01 1.843385e-02 1.858016e-02
1.874818e+01 -1.845728e+01 -7.622625e-01 -7.435266e-01 1.868335e-02 1.880478e-02
1.882084e+01 -1.838461e+01 -7.683046e-01 -7.498188e-01 1.893339e-02 1.902981e-02
1.889351e+01 -1.831194e+01 -7.571772e-01 -7.389416e-01 1.918367e-02 1.925558e-02
1.896618e+01 -1.823928e+01 -7.295264e-01 -7.115437e-01 1.943652e-02 1.948241e-02
1.903885e+01 -1.816661e+01 -6.872674e-01 -6.695415e-01 1.969341e-02 1.971004e-02
1.911151e+01 -1.809394e+01 -6.340718e-01 -6.165965e-01 1.994393e-02 1.993844e-02
1.918418e+01 -1.802127e+01 -5.748122e-01 -5.575773e-01 2.018432e-02 2.016769e-02
1.925685e+01 -1.794861e+01 -5.139790e-01 -4.969108e-01 2.035097e-02 2.039799e-02
1.932952e+01 -1.787594e+01 -4.542671e-01 -4.374024e-01 2.055446e-02 2.063103e-02
1.940218e+01 -1.780327e+01 -3.966774e-01 -3.800445e-01 2.078638e-02 2.086509e-02
